Comparable EPS,Year/Period,Announcement Date,Earnings EPS,Announcement Time,Estimate EPS
0.06,2018:Q3,2017-12-01,0.0565,06:00,0.042
0.67,2018:Q2,2017-08-25,0.6689,06:00,0.615
1.15,2018:Q1,2017-05-26,1.1501,06:00,0.993
2.26,2017:Q4,2017-03-03,2.2554,06:00,2.219
0.04,2017:Q3,2016-12-02,0.0416,06:00,-0.014
0.52,2017:Q2,2016-08-26,0.5252,06:00,0.458
0.82,2017:Q1,2016-05-27,0.8159,06:00,0.701
2.0,2016:Q4,2016-03-04,2.01,06:00,1.983
-0.01,2016:Q3,2015-12-04,-0.003,06:00,-0.005
0.4,2016:Q2,2015-08-28,0.417,06:00,0.341
0.6,2016:Q1,2015-05-29,0.6212,06:00,0.591
1.76,2015:Q4,2015-03-06,1.76,06:00,1.749
-0.06,2015:Q3,2014-12-05,-0.06,06:00,-0.053
0.31,2015:Q2,2014-08-29,0.31,06:15,0.302
0.5,2015:Q1,2014-05-30,0.5,06:00,0.441
1.45,2014:Q4,2014-03-07,1.6682,06:00,1.384
-0.16,2014:Q3,2013-12-05,-0.0718,16:00,-0.082
0.31,2014:Q2,2013-08-30,0.3726,06:00,0.241
0.61,2014:Q1,2013-05-30,0.6151,06:00,0.611
2.09,2013:Q4,2013-03-06,2.0941,06:00,1.983
-0.1,2013:Q3,2012-12-04,-0.1,06:00,-0.256
0.36,2013:Q2,2012-08-23,0.3591,06:30,0.418
0.68,2013:Q1,2012-05-23,0.682,06:00,0.69
1.75,2012:Q4,2012-03-02,1.7735,06:00,1.742
0.06,2012:Q3,2011-12-02,0.0623,06:00,0.085
0.5,2012:Q2,2011-08-25,0.5076,06:00,0.447
0.7,2012:Q1,2011-05-26,0.7013,06:00,0.682
1.46,2011:Q4,2011-03-03,1.4615,06:00,1.381
0.23,2011:Q3,2010-12-03,0.2345,06:00,0.236
0.48,2011:Q2,2010-08-24,0.4801,06:00,0.469
0.68,2011:Q1,2010-05-27,0.6802,06:00,0.668
1.28,2010:Q4,2010-03-03,1.312,07:21,1.286
