Comparable EPS,Year/Period,Announcement Date,Earnings EPS,Announcement Time,Estimate EPS
1.61,2018:Q1,2018-01-24,1.6082,16:55,1.439
1.47,2017:Q4,2017-10-25,1.4709,17:30,1.323
1.26,2017:Q3,2017-07-26,1.2542,17:07,1.269
1.28,2017:Q2,2017-04-26,1.2858,16:41,1.136
1.07,2017:Q1,2017-01-25,1.208,16:46,1.011
1.28,2016:Q4,2016-10-26,1.3119,17:03,0.991
0.9326,2016:Q3,2016-07-20,0.9913,17:18,0.896
0.901,2016:Q2,2016-04-20,0.8965,Aft-mkt,0.753
0.7359,2016:Q1,2016-01-20,0.7381,Aft-mkt,0.84
0.88,2015:Q4,2015-10-21,0.88,Aft-mkt,0.919
0.91,2015:Q3,2015-07-22,0.91,Aft-mkt,0.893
0.77,2015:Q2,2015-04-22,0.77,Aft-mkt,0.825
0.87,2015:Q1,2015-01-21,0.87,16:36,0.856
0.94,2014:Q4,2014-10-29,0.94,17:01,0.854
0.85,2014:Q3,2014-07-23,0.85,16:37,0.762
0.72,2014:Q2,2014-04-23,0.72,16:06,0.774
0.81,2014:Q1,2014-01-22,0.81,16:27,0.731
0.93,2013:Q4,2013-10-23,0.9209,16:16,0.634
0.65,2013:Q3,2013-07-24,0.6513,Aft-mkt,0.67
0.68,2013:Q2,2013-04-24,0.6965,16:13,0.78
0.69,2013:Q1,2013-01-23,0.6873,16:19,0.674
0.69,2012:Q4,2012-10-24,0.6902,17:20,0.63
0.64,2012:Q3,2012-07-25,4.6319,16:44,0.671
0.64,2012:Q2,2012-04-25,0.6175,16:35,0.569
0.53,2012:Q1,2012-01-25,0.53,16:19,0.531
0.52,2011:Q4,2011-10-19,0.54,16:08,0.544
0.59,2011:Q3,2011-07-20,0.37,16:15,0.45
0.64,2011:Q2,2011-04-20,0.64,Aft-mkt,0.62
0.65,2011:Q1,2011-01-19,0.65,16:51,0.526
0.55,2010:Q4,2010-10-20,0.55,16:44,0.426
0.48,2010:Q3,2010-07-21,0.48,16:12,0.474
0.45,2010:Q2,2010-04-21,0.45,16:53,0.424
0.39,2010:Q1,2010-01-21,0.35,07:36,0.371
