Comparable EPS,Year/Period,Announcement Date,Earnings EPS,Announcement Time,Estimate EPS
0.41,2018:Q3,2017-11-20,0.4172,16:05,0.33
0.4513,2018:Q2,2017-08-15,0.4613,16:05,0.363
0.1324,2018:Q1,2017-05-16,0.1358,16:05,0.151
0.55,2017:Q4,2017-03-07,0.579,16:05,0.558
0.4034,2017:Q3,2016-11-22,0.4124,16:05,0.444
0.66,2017:Q2,2016-08-16,0.6593,16:05,0.553
0.2514,2017:Q1,2016-05-18,0.2542,16:05,0.248
0.61,2016:Q4,2016-03-07,0.6617,16:05,0.563
0.42,2016:Q3,2015-11-16,0.4201,16:05,0.417
0.52,2016:Q2,2015-08-17,0.5229,16:00,0.486
0.25,2016:Q1,2015-05-18,0.2512,16:00,0.302
0.6,2015:Q4,2015-03-09,0.6109,16:00,0.571
0.35,2015:Q3,2014-11-17,0.351,16:00,0.408
0.49,2015:Q2,2014-08-18,0.4919,16:01,0.485
0.26,2015:Q1,2014-05-19,0.2605,16:01,0.265
0.59,2014:Q4,2014-03-10,0.5942,16:00,0.543
0.47,2014:Q3,2013-11-18,0.4698,16:00,0.448
0.51,2014:Q2,2013-08-19,0.511,16:01,0.478
0.32,2014:Q1,2013-05-20,0.3258,16:00,0.286
0.56,2013:Q4,2013-03-11,0.5631,16:00,0.569
0.4,2013:Q3,2012-11-19,0.3999,16:00,0.414
0.42,2013:Q2,2012-08-20,0.4192,16:00,0.327
0.23,2013:Q1,2012-05-21,0.2295,16:00,0.203
0.23,2012:Q4,2012-03-12,0.2598,16:00,0.286
0.33,2012:Q3,2011-11-14,0.3263,16:00,0.314
0.35,2012:Q2,2011-08-15,0.35,16:00,0.323
0.23,2012:Q1,2011-05-16,0.2324,16:00,0.24
0.45,2011:Q4,2011-03-07,0.4505,16:00,0.52
0.43,2011:Q3,2010-11-15,0.43,16:00,0.416
0.42,2011:Q2,2010-08-16,0.4199,16:00,0.39
0.31,2011:Q1,2010-05-13,0.3103,06:01,0.302
0.45,2010:Q4,2010-03-04,0.4515,06:00,0.403
