Comparable EPS,Year/Period,Announcement Date,Earnings EPS,Announcement Time,Estimate EPS
0.82,2017:Q3,2017-10-31,0.82,07:30,0.836
0.62,2017:Q2,2017-07-28,0.6257,07:30,0.582
0.92,2017:Q1,2017-04-28,0.9129,07:30,0.849
0.54,2016:Q4,2017-02-24,-0.1216,07:30,0.525
0.88,2016:Q3,2016-10-31,0.8524,07:30,0.839
0.57,2016:Q2,2016-07-29,0.5708,07:30,0.579
0.91,2016:Q1,2016-04-29,0.9241,07:30,0.884
0.5,2015:Q4,2016-02-19,0.5016,07:30,0.498
0.8,2015:Q3,2015-10-30,0.7872,07:30,0.811
0.57,2015:Q2,2015-07-31,0.8601,07:31,0.56
1.04,2015:Q1,2015-05-01,1.1918,07:30,0.952
0.49,2014:Q4,2015-02-20,0.4959,07:30,0.48
0.77,2014:Q3,2014-10-30,0.7753,07:30,0.742
0.49,2014:Q2,2014-07-30,0.4862,07:30,0.506
1.01,2014:Q1,2014-05-01,1.0159,07:30,0.962
0.49,2013:Q4,2014-02-20,0.4988,07:30,0.449
0.76,2013:Q3,2013-10-30,0.764,07:30,0.757
0.48,2013:Q2,2013-07-30,0.4829,07:30,0.452
0.85,2013:Q1,2013-04-30,0.8553,07:32,0.737
0.41,2012:Q4,2013-02-21,0.3998,07:45,0.386
0.75,2012:Q3,2012-11-01,0.8273,07:30,0.72
0.43,2012:Q2,2012-07-31,0.4458,07:30,0.451
0.85,2012:Q1,2012-05-02,0.8739,07:30,0.672
0.47,2011:Q4,2012-02-23,0.5401,07:30,0.476
0.83,2011:Q3,2011-11-01,0.5145,07:30,0.809
0.59,2011:Q2,2011-08-03,0.6534,07:30,0.553
0.85,2011:Q1,2011-05-05,0.9572,08:56,0.763
0.6,2010:Q4,2011-02-22,0.6093,08:01,0.615
1.06,2010:Q3,2010-10-27,1.0566,07:30,0.956
0.65,2010:Q2,2010-07-30,0.5382,08:45,0.642
0.84,2010:Q1,2010-05-05,0.9088,08:45,0.858
0.69,2009:Q4,2010-02-18,0.7328,08:45,0.594
