Comparable EPS,Year/Period,Announcement Date,Earnings EPS,Announcement Time,Estimate EPS
5.18,2017:Q4,2018-01-18,4.9758,16:06,5.174
3.3,2017:Q3,2017-10-17,3.1345,16:11,3.276
2.97,2017:Q2,2017-07-18,2.7765,16:06,2.744
2.38,2017:Q1,2017-04-18,2.4723,16:06,2.347
5.01,2016:Q4,2017-01-19,4.877,16:08,4.88
3.29,2016:Q3,2016-10-17,3.0542,16:11,3.234
2.95,2016:Q2,2016-07-18,2.758,16:09,2.889
2.35,2016:Q1,2016-04-18,3.0059,16:08,2.094
4.84,2015:Q4,2016-01-19,4.7128,16:06,4.812
3.34,2015:Q3,2015-10-19,3.5288,16:04,3.303
3.84,2015:Q2,2015-07-20,3.7057,16:03,3.784
2.91,2015:Q1,2015-04-20,3.1922,16:05,2.805
5.81,2014:Q4,2015-01-20,5.1856,16:06,5.407
3.68,2014:Q3,2014-10-20,5.8032,07:04,4.317
4.32,2014:Q2,2014-07-17,4.1101,16:07,4.306
2.5383,2014:Q1,2014-04-16,2.9745,16:07,2.539
6.13,2013:Q4,2014-01-21,5.9016,16:05,5.999
3.99,2013:Q3,2013-10-16,3.9495,16:04,3.956
3.91,2013:Q2,2013-07-17,3.6664,16:07,3.775
3.0,2013:Q1,2013-04-18,2.8965,16:05,3.049
5.3933,2012:Q4,2013-01-22,5.1875,16:08,5.247
3.6172,2012:Q3,2012-10-16,3.7156,16:11,3.614
3.51,2012:Q2,2012-07-18,3.479,16:06,3.428
2.78,2012:Q1,2012-04-17,2.7978,16:08,2.651
4.7085,2011:Q4,2012-01-19,4.7904,16:03,4.621
3.2816,2011:Q3,2011-10-17,3.2018,16:12,3.222
3.0924,2011:Q2,2011-07-18,3.0793,16:08,3.022
2.4113,2011:Q1,2011-04-19,2.3259,16:06,2.296
4.18,2010:Q4,2011-01-18,4.1465,16:10,4.08
2.82,2010:Q3,2010-10-18,2.7901,16:08,2.748
2.61,2010:Q2,2010-07-19,2.5716,16:08,2.575
1.9528,2010:Q1,2010-04-19,1.9281,16:09,1.933
3.59,2009:Q4,2010-01-19,3.6477,16:05,3.476
