Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.3,2017-10-25,2017-11-15,Regular Cash,2017-12-07,Quarter,2017-11-16
0.3,2017-07-26,2017-08-22,Regular Cash,2017-09-14,Quarter,2017-08-24
0.28,2017-04-26,2017-05-23,Regular Cash,2017-06-15,Quarter,2017-05-25
0.28,2017-02-16,2017-03-07,Regular Cash,2017-03-30,Quarter,2017-03-09
0.26,2016-10-24,2016-11-15,Regular Cash,2016-12-08,Quarter,2016-11-17
0.26,2016-07-27,2016-08-23,Regular Cash,2016-09-15,Quarter,2016-08-25
0.24,2016-04-26,2016-05-24,Regular Cash,2016-06-16,Quarter,2016-05-26
0.24,2016-02-08,2016-03-08,Regular Cash,2016-03-30,Quarter,2016-03-10
0.24,2015-10-29,2015-11-17,Regular Cash,2015-12-10,Quarter,2015-11-19
0.24,2015-07-29,2015-08-25,Regular Cash,2015-09-17,Quarter,2015-08-27
0.18,2015-04-29,2015-05-26,Regular Cash,2015-06-18,Quarter,2015-05-28
0.18,2015-02-09,2015-03-06,Regular Cash,2015-03-26,Quarter,2015-03-10
0.18,2014-10-30,2014-11-18,Regular Cash,2014-12-11,Quarter,2014-11-20
0.18,2014-07-30,2014-08-25,Regular Cash,2014-09-17,Quarter,2014-08-27
0.15,2014-04-30,2014-05-28,Regular Cash,2014-06-19,Quarter,2014-05-30
0.15,2014-02-05,2014-03-06,Regular Cash,2014-03-27,Quarter,2014-03-10
0.15,2013-10-30,2013-11-19,Regular Cash,2013-12-12,Quarter,2013-11-21
0.15,2013-07-25,2013-08-26,Regular Cash,2013-09-18,Quarter,2013-08-28
0.13,2013-04-25,2013-05-28,Regular Cash,2013-06-19,Quarter,2013-05-30
0.13,2013-02-04,2013-03-07,Regular Cash,2013-03-28,Quarter,2013-03-11
0.52,2012-12-07,2012-12-13,Special Cash,2012-12-28,None,2012-12-17
0.13,2012-10-24,2012-11-14,Regular Cash,2012-12-07,Quarter,2012-11-16
0.13,2012-07-26,2012-08-24,Regular Cash,2012-09-18,Quarter,2012-08-28
0.09,2012-04-26,2012-05-25,Regular Cash,2012-06-19,Quarter,2012-05-30
0.09,2012-02-09,2012-03-08,Regular Cash,2012-03-30,Quarter,2012-03-12
1.0,2011-04-07,2011-12-21,Spinoff,,None,
0.5,2011-12-06,2011-12-21,Stock Split,,None,
0.14,2011-10-27,2011-11-16,Regular Cash,2011-12-09,Quarter,2011-11-18
0.14,2011-07-28,2011-08-24,Regular Cash,2011-09-16,Quarter,2011-08-26
0.14,2011-04-28,2011-05-25,Regular Cash,2011-06-17,Quarter,2011-05-27
0.14,2011-02-10,2011-03-09,Regular Cash,2011-03-31,Quarter,2011-03-11
0.14,2010-10-25,2010-11-16,Regular Cash,2010-12-09,Quarter,2010-11-18
0.14,2010-07-26,2010-08-24,Regular Cash,2010-09-16,Quarter,2010-08-26
0.14,2010-04-27,2010-05-25,Regular Cash,2010-06-17,Quarter,2010-05-27
0.14,2010-02-11,2010-03-09,Regular Cash,2010-03-31,Quarter,2010-03-11
