Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.45,2017-10-03,2017-12-07,Regular Cash,2017-12-29,Quarter,2017-12-08
0.45,2017-08-04,2017-09-07,Regular Cash,2017-09-29,Quarter,2017-09-08
0.4,2017-04-05,2017-06-07,Regular Cash,2017-06-30,Quarter,2017-06-09
0.4,2017-02-08,2017-03-08,Regular Cash,2017-03-31,Quarter,2017-03-10
0.4,2016-10-06,2016-12-07,Regular Cash,2016-12-30,Quarter,2016-12-09
0.32,2016-08-05,2016-09-07,Regular Cash,2016-09-30,Quarter,2016-09-09
0.32,2016-04-06,2016-06-08,Regular Cash,2016-06-30,Quarter,2016-06-10
0.32,2016-02-03,2016-03-09,Regular Cash,2016-03-31,Quarter,2016-03-11
0.29,2015-10-07,2015-12-09,Regular Cash,2015-12-31,Quarter,2015-12-11
0.29,2015-08-07,2015-09-09,Regular Cash,2015-09-30,Quarter,2015-09-11
0.29,2015-04-08,2015-06-10,Regular Cash,2015-06-30,Quarter,2015-06-12
0.29,2015-02-04,2015-03-11,Regular Cash,2015-03-31,Quarter,2015-03-13
0.25,2014-10-02,2014-12-10,Regular Cash,2014-12-31,Quarter,2014-12-12
0.25,2014-08-08,2014-09-10,Regular Cash,2014-09-30,Quarter,2014-09-12
0.25,2014-04-02,2014-06-11,Regular Cash,2014-06-30,Quarter,2014-06-13
0.25,2014-02-05,2014-03-12,Regular Cash,2014-03-31,Quarter,2014-03-14
0.333333,2012-12-10,2013-12-02,Spinoff,2013-12-01,None,2013-11-22
0.21,2013-10-02,2013-10-30,Regular Cash,2013-11-15,Quarter,2013-11-01
0.21,2013-08-09,2013-09-11,Regular Cash,2013-09-30,Quarter,2013-09-13
0.21,2013-04-03,2013-06-12,Regular Cash,2013-06-28,Quarter,2013-06-14
0.21,2012-12-10,2013-03-08,Regular Cash,2013-03-28,Quarter,2013-03-12
0.16,2012-10-03,2012-12-12,Regular Cash,2012-12-28,Quarter,2012-12-14
0.16,2012-08-03,2012-09-11,Regular Cash,2012-09-28,Quarter,2012-09-13
0.16,2012-04-04,2012-06-14,Regular Cash,2012-06-29,Quarter,2012-06-18
0.16,2011-12-12,2012-03-08,Regular Cash,2012-03-30,Quarter,2012-03-12
0.12,2011-10-05,2011-12-12,Regular Cash,2011-12-29,Quarter,2011-12-14
0.12,2011-08-05,2011-09-09,Regular Cash,2011-09-30,Quarter,2011-09-13
0.12,2011-04-07,2011-06-15,Regular Cash,2011-06-30,Quarter,2011-06-17
0.07,2011-02-02,2011-03-09,Regular Cash,2011-03-30,Quarter,2011-03-11
0.07,2010-10-04,2010-12-10,Regular Cash,2010-12-30,Quarter,2010-12-14
0.07,2010-08-06,2010-09-10,Regular Cash,2010-09-30,Quarter,2010-09-14
0.07,2010-06-04,2010-06-10,Regular Cash,2010-06-30,Quarter,2010-06-14
0.07,2010-02-04,2010-02-12,Regular Cash,2010-03-30,Quarter,2010-02-17
