Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.24,2017-11-03,2017-12-01,Regular Cash,2018-01-02,Quarter,2017-12-04
0.24,2017-08-21,2017-09-12,Regular Cash,2017-10-02,Quarter,2017-09-13
0.24,2017-06-13,2017-06-21,Regular Cash,2017-07-03,Quarter,2017-06-23
0.22,2017-03-01,2017-03-10,Regular Cash,2017-04-03,Quarter,2017-03-14
0.22,2016-11-10,2016-12-01,Regular Cash,2017-01-03,Quarter,2016-12-05
0.22,2016-08-25,2016-09-12,Regular Cash,2016-10-03,Quarter,2016-09-14
0.22,2016-06-09,2016-06-16,Regular Cash,2016-07-01,Quarter,2016-06-20
0.2,2016-03-02,2016-03-11,Regular Cash,2016-04-01,Quarter,2016-03-15
0.2,2015-11-05,2015-12-03,Regular Cash,2016-01-04,Quarter,2015-12-07
0.2,2015-08-20,2015-09-04,Regular Cash,2015-10-01,Quarter,2015-09-09
0.2,2015-05-07,2015-06-11,Regular Cash,2015-07-01,Quarter,2015-06-15
0.2,2015-03-04,2015-03-12,Regular Cash,2015-04-01,Quarter,2015-03-16
0.2,2014-11-06,2014-12-04,Regular Cash,2015-01-02,Quarter,2014-12-08
0.2,2014-08-21,2014-09-05,Regular Cash,2014-10-01,Quarter,2014-09-09
0.2,2014-05-08,2014-06-12,Regular Cash,2014-07-01,Quarter,2014-06-16
0.2,2014-03-05,2014-03-13,Regular Cash,2014-04-01,Quarter,2014-03-17
0.2,2013-11-12,2013-12-05,Regular Cash,2014-01-02,Quarter,2013-12-09
0.2,2013-08-22,2013-09-06,Regular Cash,2013-10-01,Quarter,2013-09-10
0.2,2013-05-30,2013-06-13,Regular Cash,2013-07-01,Quarter,2013-06-17
0.2,2013-02-21,2013-03-14,Regular Cash,2013-04-01,Quarter,2013-03-18
0.2,2012-11-12,2012-12-06,Regular Cash,2013-01-02,Quarter,2012-12-10
0.2,2012-08-23,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-14
0.2,2012-05-10,2012-06-07,Regular Cash,2012-07-02,Quarter,2012-06-11
0.2,2012-03-01,2012-03-08,Regular Cash,2012-04-02,Quarter,2012-03-12
0.2,2011-12-08,2011-12-20,Regular Cash,2012-01-05,Quarter,2011-12-22
0.15,2011-08-15,2011-09-13,Regular Cash,2011-10-03,Quarter,2011-09-15
0.15,2011-05-25,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.15,2011-02-22,2011-03-08,Regular Cash,2011-04-01,Quarter,2011-03-10
0.15,2010-11-30,2010-12-09,Regular Cash,2011-01-03,Quarter,2010-12-13
0.15,2010-07-29,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.15,2010-05-05,2010-06-08,Regular Cash,2010-07-01,Quarter,2010-06-10
0.15,2010-02-22,2010-03-09,Regular Cash,2010-04-01,Quarter,2010-03-11
