Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.7875,2017-10-26,2017-12-06,Regular Cash,2017-12-15,Quarter,2017-12-07
0.7875,2017-07-27,2017-09-07,Regular Cash,2017-09-15,Quarter,2017-09-08
0.7875,2017-04-27,2017-06-05,Regular Cash,2017-06-15,Quarter,2017-06-07
0.7875,2017-01-26,2017-03-03,Regular Cash,2017-03-15,Quarter,2017-03-07
0.75,2016-10-27,2016-12-05,Regular Cash,2016-12-15,Quarter,2016-12-07
0.75,2016-07-28,2016-09-06,Regular Cash,2016-09-15,Quarter,2016-09-08
0.75,2016-04-29,2016-06-03,Regular Cash,2016-06-15,Quarter,2016-06-07
0.75,2016-01-29,2016-03-03,Regular Cash,2016-03-15,Quarter,2016-03-07
0.715,2015-10-29,2015-12-03,Regular Cash,2015-12-15,Quarter,2015-12-07
0.715,2015-07-29,2015-09-03,Regular Cash,2015-09-15,Quarter,2015-09-08
0.715,2015-04-29,2015-06-03,Regular Cash,2015-06-15,Quarter,2015-06-05
0.715,2015-01-28,2015-03-04,Regular Cash,2015-03-16,Quarter,2015-03-06
0.65,2014-10-29,2014-12-03,Regular Cash,2014-12-15,Quarter,2014-12-05
0.65,2014-07-23,2014-09-04,Regular Cash,2014-09-15,Quarter,2014-09-08
0.65,2014-04-23,2014-06-04,Regular Cash,2014-06-16,Quarter,2014-06-06
0.65,2014-01-29,2014-03-05,Regular Cash,2014-03-17,Quarter,2014-03-07
0.6,2013-10-30,2013-12-04,Regular Cash,2013-12-16,Quarter,2013-12-06
0.6,2013-07-24,2013-09-04,Regular Cash,2013-09-16,Quarter,2013-09-06
0.6,2013-04-24,2013-06-05,Regular Cash,2013-06-17,Quarter,2013-06-07
0.6,2013-01-23,2013-03-05,Regular Cash,2013-03-15,Quarter,2013-03-07
0.55,2012-10-24,2012-12-05,Regular Cash,2012-12-17,Quarter,2012-12-07
0.55,2012-07-25,2012-09-05,Regular Cash,2012-09-17,Quarter,2012-09-07
0.55,2012-04-25,2012-06-05,Regular Cash,2012-06-15,Quarter,2012-06-07
0.55,2012-01-25,2012-03-05,Regular Cash,2012-03-15,Quarter,2012-03-07
0.5,2011-10-26,2011-12-05,Regular Cash,2011-12-15,Quarter,2011-12-07
0.5,2011-07-27,2011-09-02,Regular Cash,2011-09-15,Quarter,2011-09-07
0.5,2011-04-27,2011-06-03,Regular Cash,2011-06-15,Quarter,2011-06-07
0.5,2011-01-26,2011-03-03,Regular Cash,2011-03-15,Quarter,2011-03-07
0.45,2010-10-27,2010-12-03,Regular Cash,2010-12-15,Quarter,2010-12-07
0.45,2010-07-28,2010-09-02,Regular Cash,2010-09-15,Quarter,2010-09-07
0.45,2010-04-28,2010-06-03,Regular Cash,2010-06-15,Quarter,2010-06-07
0.45,2010-01-27,2010-03-03,Regular Cash,2010-03-15,Quarter,2010-03-05
