Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.5,2018-01-19,2018-01-31,Regular Cash,2018-02-15,Quarter,2018-02-01
0.5,2017-10-11,2017-10-31,Regular Cash,2017-11-15,Quarter,2017-11-01
0.5,2017-07-13,2017-07-28,Regular Cash,2017-08-24,Quarter,2017-08-01
0.46,2017-04-28,2017-05-08,Regular Cash,2017-05-25,Quarter,2017-05-10
0.46,2017-01-13,2017-01-30,Regular Cash,2017-02-15,Quarter,2017-02-01
0.46,2016-10-12,2016-10-28,Regular Cash,2016-11-22,Quarter,2016-11-01
0.46,2016-07-07,2016-07-28,Regular Cash,2016-08-25,Quarter,2016-08-01
0.42,2016-04-29,2016-05-05,Regular Cash,2016-05-23,Quarter,2016-05-09
0.42,2016-01-15,2016-01-28,Regular Cash,2016-02-16,Quarter,2016-02-01
0.42,2015-10-14,2015-10-29,Regular Cash,2015-11-19,Quarter,2015-11-02
0.42,2015-07-09,2015-07-30,Regular Cash,2015-08-20,Quarter,2015-08-03
0.38,2015-05-01,2015-05-07,Regular Cash,2015-05-21,Quarter,2015-05-11
0.38,2015-01-16,2015-01-29,Regular Cash,2015-02-17,Quarter,2015-02-02
0.38,2014-10-15,2014-10-30,Regular Cash,2014-11-20,Quarter,2014-11-03
0.38,2014-07-10,2014-07-30,Regular Cash,2014-08-15,Quarter,2014-08-01
0.35,2014-05-01,2014-05-08,Regular Cash,2014-05-23,Quarter,2014-05-12
0.35,2014-01-17,2014-01-30,Regular Cash,2014-02-17,Quarter,2014-02-03
0.35,2013-10-16,2013-10-30,Regular Cash,2013-11-15,Quarter,2013-11-01
0.35,2013-07-11,2013-07-30,Regular Cash,2013-08-15,Quarter,2013-08-01
0.33,2012-12-10,2012-12-18,Regular Cash,2012-12-28,Quarter,2012-12-20
0.33,2012-12-10,2012-12-18,Regular Cash,2012-12-28,Quarter,2012-12-20
0.33,2012-10-23,2012-10-31,Regular Cash,2012-11-15,Quarter,2012-11-02
0.32,2012-07-12,2012-07-30,Regular Cash,2012-08-15,Quarter,2012-08-01
0.32,2012-04-26,2012-05-04,Regular Cash,2012-05-15,Quarter,2012-05-08
0.32,2012-01-06,2012-01-30,Regular Cash,2012-02-15,Quarter,2012-02-01
0.32,2011-10-11,2011-10-28,Regular Cash,2011-11-15,Quarter,2011-11-01
0.31,2011-07-07,2011-07-28,Regular Cash,2011-08-15,Quarter,2011-08-01
0.31,2011-04-07,2011-04-28,Regular Cash,2011-05-16,Quarter,2011-05-02
0.31,2011-01-07,2011-01-28,Regular Cash,2011-02-15,Quarter,2011-02-01
0.31,2010-10-13,2010-10-28,Regular Cash,2010-11-15,Quarter,2010-11-01
0.31,2010-07-07,2010-07-29,Regular Cash,2010-08-16,Quarter,2010-08-02
0.31,2010-04-08,2010-04-29,Regular Cash,2010-05-17,Quarter,2010-05-03
0.31,2010-01-08,2010-01-28,Regular Cash,2010-02-16,Quarter,2010-02-01
