Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.75,2017-12-13,2017-12-28,Regular Cash,2018-01-16,Quarter,2017-12-29
1.75,2017-09-19,2017-09-28,Regular Cash,2017-10-16,Quarter,2017-09-29
1.75,2017-05-18,2017-06-28,Regular Cash,2017-07-14,Quarter,2017-06-30
1.75,2017-02-22,2017-03-29,Regular Cash,2017-04-17,Quarter,2017-03-31
1.6,2016-12-15,2016-12-28,Regular Cash,2017-01-17,Quarter,2016-12-30
1.6,2016-09-21,2016-09-28,Regular Cash,2016-10-14,Quarter,2016-09-30
1.6,2016-05-20,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
1.6,2016-02-18,2016-03-29,Regular Cash,2016-04-15,Quarter,2016-03-31
1.44,2015-12-16,2015-12-30,Regular Cash,2016-01-15,Quarter,2016-01-04
1.44,2015-09-16,2015-09-28,Regular Cash,2015-10-15,Quarter,2015-09-30
1.44,2015-05-26,2015-06-26,Regular Cash,2015-07-15,Quarter,2015-06-30
1.44,2015-02-25,2015-03-27,Regular Cash,2015-04-15,Quarter,2015-03-31
1.3,2014-12-17,2014-12-30,Regular Cash,2015-01-15,Quarter,2015-01-02
1.3,2014-09-10,2014-09-26,Regular Cash,2014-10-15,Quarter,2014-09-30
1.3,2014-06-11,2014-06-26,Regular Cash,2014-07-15,Quarter,2014-06-30
1.21,2014-01-30,2014-03-12,Regular Cash,2014-03-31,Quarter,2014-03-14
1.21,2013-12-05,2013-12-30,Regular Cash,2014-01-15,Quarter,2014-01-02
1.21,2013-09-11,2013-09-26,Regular Cash,2013-10-15,Quarter,2013-09-30
1.21,2013-05-16,2013-06-26,Regular Cash,2013-07-15,Quarter,2013-06-28
1.21,2013-02-20,2013-03-26,Regular Cash,2013-04-15,Quarter,2013-03-28
1.1,2012-12-06,2012-12-28,Regular Cash,2013-01-15,Quarter,2013-01-02
1.1,2012-09-12,2012-09-26,Regular Cash,2012-10-15,Quarter,2012-09-28
1.1,2012-06-04,2012-06-27,Regular Cash,2012-07-13,Quarter,2012-06-29
1.1,2012-02-22,2012-03-28,Regular Cash,2012-04-13,Quarter,2012-03-30
1.04,2011-12-13,2011-12-29,Regular Cash,2012-01-13,Quarter,2012-01-03
1.04,2011-09-14,2011-09-28,Regular Cash,2011-10-14,Quarter,2011-09-30
1.04,2011-05-31,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
1.04,2011-02-23,2011-03-29,Regular Cash,2011-04-15,Quarter,2011-03-31
1.0325,2010-12-15,2010-12-30,Regular Cash,2011-01-14,Quarter,2011-01-03
1.0325,2010-09-15,2010-09-28,Regular Cash,2010-10-15,Quarter,2010-09-30
1.0325,2010-06-15,2010-06-28,Regular Cash,2010-07-15,Quarter,2010-06-30
1.0325,2010-02-24,2010-03-29,Regular Cash,2010-04-15,Quarter,2010-03-31
