Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.32,2017-11-06,2017-11-20,Regular Cash,2017-12-12,Quarter,2017-11-21
0.32,2017-07-20,2017-08-04,Regular Cash,2017-08-29,Quarter,2017-08-08
0.28,2017-04-27,2017-05-12,Regular Cash,2017-06-06,Quarter,2017-05-16
0.28,2017-01-19,2017-01-31,Regular Cash,2017-02-23,Quarter,2017-02-02
0.28,2016-11-03,2016-11-15,Regular Cash,2016-12-08,Quarter,2016-11-17
0.28,2016-07-21,2016-08-02,Regular Cash,2016-08-25,Quarter,2016-08-04
0.26,2016-04-28,2016-05-10,Regular Cash,2016-06-02,Quarter,2016-05-12
0.26,2016-01-28,2016-02-09,Regular Cash,2016-03-03,Quarter,2016-02-11
0.26,2015-11-05,2015-11-17,Regular Cash,2015-12-10,Quarter,2015-11-19
0.26,2015-06-18,2015-08-04,Regular Cash,2015-08-27,Quarter,2015-08-06
0.13,2015-04-30,2015-05-12,Regular Cash,2015-06-04,Quarter,2015-05-14
0.13,2015-01-22,2015-02-03,Regular Cash,2015-03-03,Quarter,2015-02-05
0.13,2014-11-06,2014-11-14,Regular Cash,2014-12-11,Quarter,2014-11-18
0.11,2014-07-17,2014-08-05,Regular Cash,2014-08-21,Quarter,2014-08-07
0.11,2014-03-03,2014-05-09,Regular Cash,2014-05-22,Quarter,2014-05-13
