Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.425,2017-11-06,2017-11-30,Regular Cash,2017-12-15,Quarter,2017-12-01
0.425,2017-08-24,2017-09-07,Regular Cash,2017-09-22,Quarter,2017-09-08
0.425,2017-05-11,2017-06-07,Regular Cash,2017-06-23,Quarter,2017-06-09
0.425,2017-02-27,2017-03-08,Regular Cash,2017-03-24,Quarter,2017-03-10
0.41,2016-11-10,2016-11-30,Regular Cash,2016-12-16,Quarter,2016-12-02
0.41,2016-08-25,2016-09-07,Regular Cash,2016-09-23,Quarter,2016-09-09
0.41,2016-05-11,2016-06-01,Regular Cash,2016-06-17,Quarter,2016-06-03
0.41,2016-02-26,2016-03-03,Regular Cash,2016-03-18,Quarter,2016-03-07
0.385,2015-11-09,2015-12-02,Regular Cash,2015-12-18,Quarter,2015-12-04
0.385,2015-08-20,2015-09-10,Regular Cash,2015-09-24,Quarter,2015-09-14
0.385,2015-05-11,2015-06-03,Regular Cash,2015-06-19,Quarter,2015-06-05
0.385,2015-02-24,2015-03-05,Regular Cash,2015-03-20,Quarter,2015-03-09
0.375,2014-11-10,2014-12-03,Regular Cash,2014-12-19,Quarter,2014-12-05
0.375,2014-08-21,2014-09-03,Regular Cash,2014-09-19,Quarter,2014-09-05
0.375,2014-05-12,2014-06-04,Regular Cash,2014-06-20,Quarter,2014-06-06
0.375,2014-02-18,2014-03-06,Regular Cash,2014-03-21,Quarter,2014-03-10
0.365,2013-11-12,2013-12-02,Regular Cash,2013-12-20,Quarter,2013-12-04
0.365,2013-08-22,2013-09-04,Regular Cash,2013-09-20,Quarter,2013-09-06
0.365,2013-05-09,2013-06-05,Regular Cash,2013-06-21,Quarter,2013-06-07
0.365,2012-12-11,2013-03-07,Regular Cash,2013-03-22,Quarter,2013-03-11
0.355,2012-11-06,2012-11-26,Regular Cash,2012-12-14,Quarter,2012-11-28
0.355,2012-08-24,2012-09-05,Regular Cash,2012-09-21,Quarter,2012-09-07
0.355,2012-05-10,2012-06-06,Regular Cash,2012-06-22,Quarter,2012-06-08
0.355,2011-12-09,2012-03-07,Regular Cash,2012-03-23,Quarter,2012-03-09
0.34,2011-11-08,2011-11-28,Regular Cash,2011-12-16,Quarter,2011-11-30
0.34,2011-08-23,2011-09-01,Regular Cash,2011-09-23,Quarter,2011-09-06
0.34,2011-05-13,2011-05-31,Regular Cash,2011-06-17,Quarter,2011-06-02
0.34,2010-12-16,2011-03-09,Regular Cash,2011-03-25,Quarter,2011-03-11
0.315,2010-11-09,2010-11-29,Regular Cash,2010-12-17,Quarter,2010-12-01
0.315,2010-08-20,2010-09-02,Regular Cash,2010-09-24,Quarter,2010-09-07
0.315,2010-05-11,2010-05-27,Regular Cash,2010-06-18,Quarter,2010-06-01
0.315,2009-12-17,2010-03-01,Regular Cash,2010-03-19,Quarter,2010-03-03
