Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.3,2017-11-07,2017-12-14,Regular Cash,2018-01-01,Quarter,2017-12-15
0.3,2017-07-25,2017-09-14,Regular Cash,2017-10-01,Quarter,2017-09-15
0.26,2017-04-25,2017-06-13,Regular Cash,2017-07-01,Quarter,2017-06-15
0.23,2017-01-24,2017-03-13,Regular Cash,2017-04-01,Quarter,2017-03-15
0.23,2016-11-08,2016-12-13,Regular Cash,2017-01-01,Quarter,2016-12-15
0.23,2016-07-26,2016-09-13,Regular Cash,2016-10-01,Quarter,2016-09-15
0.22,2016-04-26,2016-06-13,Regular Cash,2016-07-01,Quarter,2016-06-15
0.21,2016-01-26,2016-03-11,Regular Cash,2016-04-01,Quarter,2016-03-15
0.21,2015-11-10,2015-12-11,Regular Cash,2016-01-01,Quarter,2015-12-15
0.21,2015-07-28,2015-09-11,Regular Cash,2015-10-01,Quarter,2015-09-15
0.21,2015-04-28,2015-06-11,Regular Cash,2015-07-01,Quarter,2015-06-15
0.2,2015-01-27,2015-03-11,Regular Cash,2015-04-01,Quarter,2015-03-13
0.2,2014-11-11,2014-12-11,Regular Cash,2015-01-01,Quarter,2014-12-15
0.2,2014-07-22,2014-09-11,Regular Cash,2014-10-01,Quarter,2014-09-15
0.2,2014-03-26,2014-06-11,Regular Cash,2014-07-01,Quarter,2014-06-13
0.19,2014-01-21,2014-03-12,Regular Cash,2014-04-01,Quarter,2014-03-14
0.17,2013-11-12,2013-12-11,Regular Cash,2014-01-01,Quarter,2013-12-13
0.17,2013-07-23,2013-09-11,Regular Cash,2013-10-01,Quarter,2013-09-13
0.17,2013-04-23,2013-06-12,Regular Cash,2013-07-01,Quarter,2013-06-14
0.17,2013-01-22,2013-03-13,Regular Cash,2013-04-01,Quarter,2013-03-15
0.15,2012-11-13,2012-12-12,Regular Cash,2013-01-01,Quarter,2012-12-15
0.15,2012-07-24,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-14
0.15,2012-03-14,2012-06-13,Regular Cash,2012-07-01,Quarter,2012-06-15
0.1,2012-01-24,2012-03-13,Regular Cash,2012-04-01,Quarter,2012-03-15
0.1,2011-11-15,2011-12-13,Regular Cash,2012-01-01,Quarter,2011-12-15
0.1,2011-07-26,2011-09-13,Regular Cash,2011-10-01,Quarter,2011-09-15
0.1,2011-04-26,2011-06-13,Regular Cash,2011-07-01,Quarter,2011-06-15
0.1,2011-01-25,2011-03-11,Regular Cash,2011-04-01,Quarter,2011-03-15
0.1,2010-11-16,2010-12-13,Regular Cash,2011-01-01,Quarter,2010-12-15
0.05,2010-07-27,2010-09-13,Regular Cash,2010-10-01,Quarter,2010-09-15
0.05,2010-04-27,2010-06-11,Regular Cash,2010-07-01,Quarter,2010-06-15
0.05,2010-01-26,2010-03-11,Regular Cash,2010-04-01,Quarter,2010-03-15
