Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.09,2017-11-08,2017-11-17,Regular Cash,2017-12-05,Quarter,2017-11-20
0.09,2017-08-09,2017-08-17,Regular Cash,2017-08-30,Quarter,2017-08-21
0.09,2017-05-10,2017-05-18,Regular Cash,2017-06-01,Quarter,2017-05-22
0.09,2017-03-08,2017-03-16,Regular Cash,2017-03-29,Quarter,2017-03-20
0.09,2016-11-08,2016-11-17,Regular Cash,2016-12-01,Quarter,2016-11-21
0.09,2016-08-10,2016-08-18,Regular Cash,2016-08-31,Quarter,2016-08-22
0.09,2016-05-11,2016-05-19,Regular Cash,2016-06-02,Quarter,2016-05-23
0.09,2016-03-03,2016-03-10,Regular Cash,2016-03-23,Quarter,2016-03-14
0.07,2015-11-11,2015-11-19,Regular Cash,2015-12-03,Quarter,2015-11-23
0.07,2015-08-12,2015-08-20,Regular Cash,2015-09-03,Quarter,2015-08-24
0.07,2015-05-13,2015-05-21,Regular Cash,2015-06-04,Quarter,2015-05-26
0.07,2015-03-04,2015-03-12,Regular Cash,2015-03-26,Quarter,2015-03-16
0.07,2014-11-12,2014-11-20,Regular Cash,2014-12-04,Quarter,2014-11-24
0.07,2014-08-14,2014-08-21,Regular Cash,2014-09-04,Quarter,2014-08-25
0.07,2014-05-15,2014-05-22,Regular Cash,2014-06-05,Quarter,2014-05-27
0.07,2013-11-12,2014-03-13,Regular Cash,2014-03-27,Quarter,2014-03-17
0.5,2013-08-14,2013-08-27,Stock Split,,None,
0.364,2013-02-13,2013-05-24,Spinoff,2013-05-23,None,2013-05-17
0.256,2013-02-13,2013-05-24,Spinoff,2013-05-23,None,2013-05-17
