Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.35,2017-10-25,2017-11-14,Regular Cash,2017-12-06,Quarter,2017-11-15
0.35,2017-07-26,2017-08-08,Regular Cash,2017-08-30,Quarter,2017-08-10
0.35,2017-04-26,2017-05-12,Regular Cash,2017-06-01,Quarter,2017-05-16
0.33,2017-01-25,2017-02-06,Regular Cash,2017-02-23,Quarter,2017-02-08
0.33,2016-10-19,2016-11-04,Regular Cash,2016-11-23,Quarter,2016-11-08
0.33,2016-07-27,2016-08-09,Regular Cash,2016-08-24,Quarter,2016-08-11
0.33,2016-04-27,2016-05-16,Regular Cash,2016-06-08,Quarter,2016-05-18
0.31,2016-01-20,2016-02-29,Regular Cash,2016-03-16,Quarter,2016-03-02
0.31,2015-10-14,2015-11-03,Regular Cash,2015-11-24,Quarter,2015-11-05
0.31,2015-07-22,2015-08-04,Regular Cash,2015-08-26,Quarter,2015-08-06
0.31,2015-03-10,2015-05-11,Regular Cash,2015-06-03,Quarter,2015-05-13
0.29,2015-01-21,2015-02-02,Regular Cash,2015-02-25,Quarter,2015-02-04
0.29,2014-10-16,2014-11-03,Regular Cash,2014-11-26,Quarter,2014-11-05
0.29,2014-07-22,2014-08-04,Regular Cash,2014-08-27,Quarter,2014-08-06
0.29,2014-02-11,2014-05-12,Regular Cash,2014-06-04,Quarter,2014-05-14
0.25,2014-01-21,2014-02-04,Regular Cash,2014-02-27,Quarter,2014-02-06
0.25,2013-10-16,2013-11-04,Regular Cash,2013-11-27,Quarter,2013-11-06
0.25,2013-07-17,2013-08-05,Regular Cash,2013-08-28,Quarter,2013-08-07
0.25,2013-03-05,2013-05-13,Regular Cash,2013-06-05,Quarter,2013-05-15
0.22,2013-01-17,2013-02-04,Regular Cash,2013-02-27,Quarter,2013-02-06
0.22,2012-10-17,2012-11-05,Regular Cash,2012-11-28,Quarter,2012-11-07
0.22,2012-07-18,2012-08-06,Regular Cash,2012-08-29,Quarter,2012-08-08
0.22,2012-03-13,2012-05-14,Regular Cash,2012-06-06,Quarter,2012-05-16
0.19,2012-01-18,2012-02-06,Regular Cash,2012-02-29,Quarter,2012-02-08
0.19,2011-10-19,2011-11-07,Regular Cash,2011-11-30,Quarter,2011-11-09
0.19,2011-07-20,2011-08-08,Regular Cash,2011-08-31,Quarter,2011-08-10
0.19,2011-03-14,2011-05-16,Regular Cash,2011-06-08,Quarter,2011-05-18
0.16,2011-01-19,2011-02-07,Regular Cash,2011-03-02,Quarter,2011-02-09
0.16,2010-10-20,2010-11-08,Regular Cash,2010-12-01,Quarter,2010-11-10
0.16,2010-07-21,2010-08-09,Regular Cash,2010-09-01,Quarter,2010-08-11
0.16,2010-04-28,2010-05-17,Regular Cash,2010-06-09,Quarter,2010-05-19
0.16,2010-01-20,2010-02-08,Regular Cash,2010-03-03,Quarter,2010-02-10
