Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.2,2017-11-02,2017-12-13,Regular Cash,2017-12-29,Quarter,2017-12-14
0.2,2017-08-03,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.2,2017-05-03,2017-06-14,Regular Cash,2017-06-30,Quarter,2017-06-16
0.2,2017-02-07,2017-03-14,Regular Cash,2017-03-31,Quarter,2017-03-16
0.17,2016-11-01,2016-12-13,Regular Cash,2016-12-30,Quarter,2016-12-15
5.0,2016-08-03,2016-11-04,Stock Split,2016-11-03,None,2016-10-27
0.17,2016-08-03,2016-09-14,Regular Cash,2016-09-30,Quarter,2016-09-16
0.17,2016-05-04,2016-06-14,Regular Cash,2016-06-30,Quarter,2016-06-16
0.17,2016-02-04,2016-03-14,Regular Cash,2016-03-31,Quarter,2016-03-16
0.15,2015-10-28,2015-12-14,Regular Cash,2015-12-31,Quarter,2015-12-16
0.15,2015-08-05,2015-09-14,Regular Cash,2015-09-30,Quarter,2015-09-16
0.15,2015-05-05,2015-06-12,Regular Cash,2015-06-30,Quarter,2015-06-16
0.13,2015-02-05,2015-03-13,Regular Cash,2015-03-31,Quarter,2015-03-17
0.13,2014-11-04,2014-12-12,Regular Cash,2014-12-31,Quarter,2014-12-16
0.13,2014-08-07,2014-09-12,Regular Cash,2014-09-30,Quarter,2014-09-16
0.13,2014-05-08,2014-06-12,Regular Cash,2014-06-30,Quarter,2014-06-16
0.13,2014-02-11,2014-03-13,Regular Cash,2014-03-31,Quarter,2014-03-17
0.13,2013-11-05,2013-12-12,Regular Cash,2013-12-31,Quarter,2013-12-16
