Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.066667,2015-09-16,2015-10-01,Stock Split,,None,
-2.4245362661989844e-14,2015-07-28,2015-08-06,Discontinued,,Suspend,
0.0375,2015-05-05,2015-05-15,Regular Cash,2015-06-09,Quarter,2015-05-19
0.0375,2015-01-27,2015-02-04,Regular Cash,2015-02-26,Quarter,2015-02-06
1.275,2014-10-23,2014-11-04,Regular Cash,2014-11-26,Quarter,2014-11-06
1.275,2014-07-25,2014-08-06,Regular Cash,2014-08-29,Quarter,2014-08-08
1.275,2014-05-08,2014-05-20,Regular Cash,2014-06-12,Quarter,2014-05-22
1.275,2014-01-23,2014-02-04,Regular Cash,2014-02-27,Quarter,2014-02-06
1.275,2013-10-24,2013-11-05,Regular Cash,2013-11-29,Quarter,2013-11-07
1.275,2013-07-25,2013-08-06,Regular Cash,2013-08-29,Quarter,2013-08-08
1.275,2013-04-30,2013-05-10,Regular Cash,2013-06-04,Quarter,2013-05-14
1.275,2013-01-24,2013-02-05,Regular Cash,2013-02-28,Quarter,2013-02-07
1.275,2012-10-18,2012-10-31,Regular Cash,2012-11-23,Quarter,2012-11-01
1.275,2012-07-17,2012-07-27,Regular Cash,2012-08-21,Quarter,2012-07-31
1.275,2012-05-01,2012-05-11,Regular Cash,2012-06-05,Quarter,2012-05-15
1.275,2012-01-26,2012-02-07,Regular Cash,2012-03-01,Quarter,2012-02-09
1.275,2011-10-20,2011-11-01,Regular Cash,2011-11-25,Quarter,2011-11-03
1.275,2011-07-22,2011-08-02,Regular Cash,2011-08-25,Quarter,2011-08-04
1.275,2011-05-03,2011-05-13,Regular Cash,2011-06-07,Quarter,2011-05-17
1.275,2011-01-27,2011-02-08,Regular Cash,2011-03-03,Quarter,2011-02-10
1.275,2010-10-21,2010-11-02,Regular Cash,2010-11-26,Quarter,2010-11-04
1.05,2010-07-23,2010-08-04,Regular Cash,2010-08-27,Quarter,2010-08-06
1.05,2010-05-04,2010-05-14,Regular Cash,2010-06-03,Quarter,2010-05-18
1.05,2010-01-27,2010-02-08,Regular Cash,2010-03-03,Quarter,2010-02-10
