Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.63,2017-11-07,2017-12-07,Regular Cash,2018-01-01,Quarter,2017-12-08
0.57,2017-08-01,2017-09-07,Regular Cash,2017-10-01,Quarter,2017-09-08
0.57,2017-04-05,2017-06-07,Regular Cash,2017-07-01,Quarter,2017-06-09
0.57,2017-01-17,2017-03-08,Regular Cash,2017-04-01,Quarter,2017-03-10
0.57,2016-11-08,2016-12-07,Regular Cash,2017-01-01,Quarter,2016-12-09
0.53,2016-08-02,2016-09-07,Regular Cash,2016-10-01,Quarter,2016-09-09
0.53,2016-04-06,2016-06-08,Regular Cash,2016-07-01,Quarter,2016-06-10
0.53,2016-01-19,2016-03-09,Regular Cash,2016-04-01,Quarter,2016-03-11
0.53,2015-11-10,2015-12-09,Regular Cash,2016-01-01,Quarter,2015-12-11
0.49,2015-08-04,2015-09-09,Regular Cash,2015-10-01,Quarter,2015-09-11
0.49,2015-04-08,2015-06-10,Regular Cash,2015-07-01,Quarter,2015-06-12
0.49,2015-01-22,2015-03-11,Regular Cash,2015-04-01,Quarter,2015-03-13
0.49,2014-11-11,2014-12-10,Regular Cash,2015-01-01,Quarter,2014-12-12
0.333333,2014-04-10,2014-10-01,Spinoff,2014-09-30,None,2014-09-24
0.48,2014-08-05,2014-09-10,Regular Cash,2014-10-01,Quarter,2014-09-12
0.48,2014-04-09,2014-06-11,Regular Cash,2014-07-01,Quarter,2014-06-13
0.48,2014-01-23,2014-03-12,Regular Cash,2014-04-01,Quarter,2014-03-14
0.48,2013-11-12,2013-12-11,Regular Cash,2014-01-01,Quarter,2013-12-13
0.435,2013-08-06,2013-09-11,Regular Cash,2013-10-01,Quarter,2013-09-13
0.435,2013-04-10,2013-06-12,Regular Cash,2013-07-01,Quarter,2013-06-14
0.435,2013-01-25,2013-03-06,Regular Cash,2013-04-01,Quarter,2013-03-08
0.435,2012-11-13,2012-12-12,Regular Cash,2013-01-01,Quarter,2012-12-14
0.395,2012-08-07,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-14
0.395,2012-04-25,2012-06-06,Regular Cash,2012-07-01,Quarter,2012-06-08
0.395,2012-01-26,2012-03-07,Regular Cash,2012-04-01,Quarter,2012-03-09
0.395,2011-11-08,2011-12-07,Regular Cash,2012-01-01,Quarter,2011-12-09
0.36,2011-08-09,2011-09-07,Regular Cash,2011-10-01,Quarter,2011-09-09
0.36,2011-04-28,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.36,2011-02-08,2011-03-09,Regular Cash,2011-04-01,Quarter,2011-03-11
0.36,2010-11-09,2010-12-08,Regular Cash,2011-01-01,Quarter,2010-12-10
0.34,2010-08-09,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.34,2010-04-29,2010-06-09,Regular Cash,2010-07-01,Quarter,2010-06-11
0.34,2010-02-09,2010-03-10,Regular Cash,2010-04-01,Quarter,2010-03-12
