Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.03,2018-01-19,2018-01-31,Regular Cash,2018-02-15,Quarter,2018-02-01
0.03,2017-10-18,2017-10-31,Regular Cash,2017-11-15,Quarter,2017-11-01
0.03,2017-07-20,2017-07-28,Regular Cash,2017-08-15,Quarter,2017-08-01
0.03,2017-04-07,2017-04-27,Regular Cash,2017-05-15,Quarter,2017-05-01
0.03,2017-01-18,2017-01-30,Regular Cash,2017-02-15,Quarter,2017-02-01
0.03,2016-10-19,2016-10-28,Regular Cash,2016-11-15,Quarter,2016-11-01
0.03,2016-07-13,2016-07-28,Regular Cash,2016-08-15,Quarter,2016-08-01
0.03,2016-04-18,2016-04-28,Regular Cash,2016-05-16,Quarter,2016-05-02
0.145,2016-01-18,2016-01-28,Regular Cash,2016-02-16,Quarter,2016-02-01
0.145,2015-10-12,2015-10-29,Regular Cash,2015-11-16,Quarter,2015-11-02
0.145,2015-07-15,2015-07-30,Regular Cash,2015-08-17,Quarter,2015-08-03
0.145,2015-04-20,2015-04-29,Regular Cash,2015-05-15,Quarter,2015-05-01
0.145,2015-01-20,2015-01-29,Regular Cash,2015-02-17,Quarter,2015-02-02
0.14,2014-10-14,2014-10-30,Regular Cash,2014-11-17,Quarter,2014-11-03
0.14,2014-07-18,2014-07-30,Regular Cash,2014-08-15,Quarter,2014-08-01
0.14,2014-04-21,2014-04-29,Regular Cash,2014-05-15,Quarter,2014-05-01
0.12,2014-01-22,2014-01-30,Regular Cash,2014-02-17,Quarter,2014-02-03
0.12,2013-10-16,2013-10-30,Regular Cash,2013-11-15,Quarter,2013-11-01
0.12,2013-07-19,2013-07-30,Regular Cash,2013-08-15,Quarter,2013-08-01
0.12,2013-04-19,2013-04-29,Regular Cash,2013-05-15,Quarter,2013-05-01
0.09,2013-01-21,2013-01-30,Regular Cash,2013-02-15,Quarter,2013-02-01
0.09,2012-10-15,2012-10-31,Regular Cash,2012-11-15,Quarter,2012-11-01
0.09,2012-07-22,2012-07-30,Regular Cash,2012-08-15,Quarter,2012-08-01
