Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.515,2013-03-13,2013-03-21,Regular Cash,2013-04-10,Quarter,2013-03-25
0.515,2012-11-30,2012-12-07,Regular Cash,2012-12-26,Quarter,2012-12-11
0.515,2012-08-28,2012-09-13,Regular Cash,2012-10-10,Quarter,2012-09-17
0.515,2012-05-24,2012-06-20,Regular Cash,2012-07-10,Quarter,2012-06-24
0.48,2012-03-13,2012-03-21,Regular Cash,2012-04-10,Quarter,2012-03-23
0.48,2011-11-09,2011-12-20,Regular Cash,2012-01-10,Quarter,2011-12-22
0.48,2011-08-30,2011-09-20,Regular Cash,2011-10-10,Quarter,2011-09-22
0.48,2011-05-26,2011-06-22,Regular Cash,2011-07-10,Quarter,2011-06-24
0.45,2011-03-09,2011-03-22,Regular Cash,2011-04-10,Quarter,2011-03-24
0.45,2010-11-10,2010-12-20,Regular Cash,2011-01-10,Quarter,2010-12-22
0.45,2010-08-31,2010-09-20,Regular Cash,2010-10-10,Quarter,2010-09-22
0.45,2010-05-27,2010-06-22,Regular Cash,2010-07-10,Quarter,2010-06-24
0.42,2010-03-10,2010-03-22,Regular Cash,2010-04-10,Quarter,2010-03-24
