Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.25,2017-10-13,2017-11-21,Regular Cash,2017-12-08,Quarter,2017-11-22
0.25,2017-07-14,2017-08-21,Regular Cash,2017-09-08,Quarter,2017-08-23
0.25,2017-05-12,2017-05-22,Regular Cash,2017-06-09,Quarter,2017-05-24
0.25,2017-02-10,2017-02-22,Regular Cash,2017-03-10,Quarter,2017-02-24
0.2,2016-10-14,2016-11-21,Regular Cash,2016-12-09,Quarter,2016-11-23
0.2,2016-07-08,2016-08-22,Regular Cash,2016-09-09,Quarter,2016-08-24
0.2,2016-05-13,2016-05-24,Regular Cash,2016-06-10,Quarter,2016-05-26
0.2,2016-02-12,2016-02-22,Regular Cash,2016-03-10,Quarter,2016-02-24
0.1,2015-10-09,2015-11-20,Regular Cash,2015-12-10,Quarter,2015-11-24
0.1,2015-07-10,2015-08-21,Regular Cash,2015-09-10,Quarter,2015-08-25
0.1,2015-05-08,2015-05-21,Regular Cash,2015-06-10,Quarter,2015-05-26
0.1,2015-02-17,2015-02-25,Regular Cash,2015-03-10,Quarter,2015-02-27
0.06,2014-10-10,2014-11-24,Regular Cash,2014-12-10,Quarter,2014-11-26
0.06,2014-07-11,2014-08-25,Regular Cash,2014-09-10,Quarter,2014-08-27
0.05,2014-05-09,2014-05-22,Regular Cash,2014-06-10,Quarter,2014-05-27
0.05,2014-02-14,2014-02-20,Regular Cash,2014-03-10,Quarter,2014-02-24
0.01,2013-10-11,2013-11-21,Regular Cash,2013-12-10,Quarter,2013-11-25
0.01,2013-07-12,2013-08-26,Regular Cash,2013-09-10,Quarter,2013-08-28
0.01,2013-05-10,2013-05-23,Regular Cash,2013-06-10,Quarter,2013-05-28
0.01,2013-02-08,2013-02-21,Regular Cash,2013-03-11,Quarter,2013-02-25
0.01,2012-10-12,2012-11-21,Regular Cash,2012-12-10,Quarter,2012-11-26
0.01,2012-07-13,2012-08-23,Regular Cash,2012-09-10,Quarter,2012-08-27
0.01,2012-06-01,2012-06-07,Regular Cash,2012-06-25,Quarter,2012-06-11
0.01,2012-02-15,2012-02-23,Regular Cash,2012-03-12,Quarter,2012-02-27
0.01,2011-10-16,2011-11-21,Regular Cash,2011-12-09,Quarter,2011-11-23
0.25,2011-07-08,2011-08-24,Regular Cash,2011-09-09,Quarter,2011-08-26
0.25,2011-05-13,2011-05-25,Regular Cash,2011-06-10,Quarter,2011-05-27
0.25,2011-02-11,2011-02-23,Regular Cash,2011-03-10,Quarter,2011-02-25
0.25,2010-10-08,2010-11-02,Regular Cash,2010-12-10,Quarter,2010-11-04
0.25,2010-07-09,2010-08-24,Regular Cash,2010-09-10,Quarter,2010-08-26
0.25,2010-05-14,2010-05-26,Regular Cash,2010-06-10,Quarter,2010-05-28
0.25,2010-02-12,2010-02-24,Regular Cash,2010-03-10,Quarter,2010-02-26
