Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.02,2017-12-01,2017-12-14,Regular Cash,2017-12-29,Quarter,2017-12-15
0.02,2017-09-01,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.02,2017-06-01,2017-06-13,Regular Cash,2017-06-30,Quarter,2017-06-15
0.02,2017-03-01,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.02,2016-12-01,2016-12-14,Regular Cash,2016-12-30,Quarter,2016-12-16
0.02,2016-08-31,2016-09-14,Regular Cash,2016-09-30,Quarter,2016-09-16
0.02,2016-05-28,2016-06-13,Regular Cash,2016-06-30,Quarter,2016-06-15
0.02,2016-02-25,2016-03-11,Regular Cash,2016-03-31,Quarter,2016-03-15
0.04,2015-12-01,2015-12-11,Regular Cash,2015-12-31,Quarter,2015-12-15
0.04,2015-09-01,2015-09-11,Regular Cash,2015-09-30,Quarter,2015-09-15
0.04,2015-06-01,2015-06-12,Regular Cash,2015-06-30,Quarter,2015-06-16
0.04,2015-03-02,2015-03-12,Regular Cash,2015-03-31,Quarter,2015-03-16
0.04,2014-12-01,2014-12-11,Regular Cash,2014-12-31,Quarter,2014-12-15
0.04,2014-08-29,2014-09-11,Regular Cash,2014-09-30,Quarter,2014-09-15
0.04,2014-06-02,2014-06-12,Regular Cash,2014-06-30,Quarter,2014-06-16
0.04,2014-02-24,2014-03-12,Regular Cash,2014-03-31,Quarter,2014-03-14
0.04,2013-12-02,2013-12-12,Regular Cash,2013-12-31,Quarter,2013-12-16
0.04,2013-09-03,2013-09-12,Regular Cash,2013-09-30,Quarter,2013-09-16
0.04,2013-05-31,2013-06-12,Regular Cash,2013-06-28,Quarter,2013-06-14
0.04,2013-03-01,2013-03-13,Regular Cash,2013-03-29,Quarter,2013-03-15
0.04,2012-11-30,2012-12-12,Regular Cash,2012-12-28,Quarter,2012-12-14
0.04,2012-09-04,2012-09-13,Regular Cash,2012-09-28,Quarter,2012-09-17
0.04,2012-06-01,2012-06-13,Regular Cash,2012-06-29,Quarter,2012-06-15
0.04,2012-03-01,2012-03-13,Regular Cash,2012-03-30,Quarter,2012-03-15
0.04,2011-12-01,2011-12-14,Regular Cash,2011-12-30,Quarter,2011-12-16
0.04,2011-09-01,2011-09-13,Regular Cash,2011-09-30,Quarter,2011-09-15
0.04,2011-06-07,2011-06-15,Regular Cash,2011-06-30,Quarter,2011-06-17
0.04,2011-03-01,2011-03-11,Regular Cash,2011-03-31,Quarter,2011-03-15
0.04,2010-12-02,2010-12-13,Regular Cash,2010-12-31,Quarter,2010-12-15
0.04,2010-09-01,2010-09-13,Regular Cash,2010-09-30,Quarter,2010-09-15
0.04,2010-06-01,2010-06-11,Regular Cash,2010-06-30,Quarter,2010-06-15
0.04,2010-03-01,2010-03-11,Regular Cash,2010-03-31,Quarter,2010-03-15
