Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.4624,2017-11-08,2017-12-29,Regular Cash,2018-01-15,Quarter,2018-01-02
0.4624,2017-08-09,2017-09-29,Regular Cash,2017-10-15,Quarter,2017-10-02
0.4624,2017-05-03,2017-06-29,Regular Cash,2017-07-15,Quarter,2017-07-03
0.4489,2017-02-02,2017-03-30,Regular Cash,2017-04-15,Quarter,2017-04-03
0.4489,2016-11-03,2016-12-29,Regular Cash,2017-01-15,Quarter,2017-01-03
0.4489,2016-08-08,2016-09-29,Regular Cash,2016-10-15,Quarter,2016-10-03
0.4489,2016-05-04,2016-06-29,Regular Cash,2016-07-15,Quarter,2016-07-01
0.387,2016-02-02,2016-03-30,Regular Cash,2016-04-15,Quarter,2016-04-01
0.387,2015-11-04,2015-12-30,Regular Cash,2016-01-15,Quarter,2016-01-04
0.387,2015-08-05,2015-09-29,Regular Cash,2015-10-15,Quarter,2015-10-01
0.387,2015-05-06,2015-06-29,Regular Cash,2015-07-15,Quarter,2015-07-01
0.3425,2015-02-03,2015-03-30,Regular Cash,2015-04-15,Quarter,2015-04-01
0.3425,2014-11-05,2014-12-30,Regular Cash,2015-01-15,Quarter,2015-01-02
0.3425,2014-08-06,2014-09-29,Regular Cash,2014-10-15,Quarter,2014-10-01
0.3425,2014-05-07,2014-06-27,Regular Cash,2014-07-15,Quarter,2014-07-01
0.3025,2014-02-05,2014-03-28,Regular Cash,2014-04-15,Quarter,2014-04-01
0.3025,2013-11-06,2013-12-30,Regular Cash,2014-01-15,Quarter,2014-01-02
0.3025,2013-08-07,2013-09-27,Regular Cash,2013-10-15,Quarter,2013-10-01
0.3025,2013-05-02,2013-06-27,Regular Cash,2013-07-15,Quarter,2013-07-01
0.275,2013-02-06,2013-03-27,Regular Cash,2013-04-15,Quarter,2013-04-01
0.275,2012-10-30,2012-12-28,Regular Cash,2013-01-15,Quarter,2013-01-02
0.2375,2012-08-08,2012-09-27,Regular Cash,2012-10-15,Quarter,2012-10-01
0.2375,2012-05-02,2012-06-27,Regular Cash,2012-07-15,Quarter,2012-07-01
0.215,2012-02-08,2012-03-28,Regular Cash,2012-04-15,Quarter,2012-04-01
0.215,2011-11-02,2011-12-28,Regular Cash,2012-01-15,Quarter,2012-01-01
0.215,2011-08-03,2011-09-28,Regular Cash,2011-10-15,Quarter,2011-10-01
0.215,2011-05-04,2011-06-29,Regular Cash,2011-07-15,Quarter,2011-07-01
0.195,2011-02-01,2011-03-30,Regular Cash,2011-04-15,Quarter,2011-04-01
0.195,2010-11-03,2010-12-29,Regular Cash,2011-01-15,Quarter,2011-01-01
0.195,2010-08-04,2010-09-29,Regular Cash,2010-10-15,Quarter,2010-10-01
0.195,2010-05-05,2010-06-29,Regular Cash,2010-07-15,Quarter,2010-07-01
0.175,2010-02-03,2010-03-30,Regular Cash,2010-04-15,Quarter,2010-04-01
