Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.54,2017-10-20,2017-11-30,Regular Cash,2017-12-15,Quarter,2017-12-01
0.54,2017-07-28,2017-08-30,Regular Cash,2017-09-15,Quarter,2017-09-01
0.52,2017-04-28,2017-05-30,Regular Cash,2017-06-15,Quarter,2017-06-01
0.52,2017-02-17,2017-02-27,Regular Cash,2017-03-15,Quarter,2017-03-01
0.52,2016-10-21,2016-11-29,Regular Cash,2016-12-15,Quarter,2016-12-01
0.52,2016-07-29,2016-08-30,Regular Cash,2016-09-15,Quarter,2016-09-01
0.5,2016-04-29,2016-05-27,Regular Cash,2016-06-15,Quarter,2016-06-01
0.5,2016-02-19,2016-02-26,Regular Cash,2016-03-15,Quarter,2016-03-01
0.5,2015-10-23,2015-11-27,Regular Cash,2015-12-15,Quarter,2015-12-01
0.5,2015-07-24,2015-08-28,Regular Cash,2015-09-15,Quarter,2015-09-01
0.49,2015-04-24,2015-05-28,Regular Cash,2015-06-15,Quarter,2015-06-01
0.49,2015-02-20,2015-03-04,Regular Cash,2015-03-18,Quarter,2015-03-06
0.49,2014-10-24,2014-11-26,Regular Cash,2014-12-15,Quarter,2014-12-01
0.49,2014-07-25,2014-08-28,Regular Cash,2014-09-15,Quarter,2014-09-02
0.46,2014-04-25,2014-05-29,Regular Cash,2014-06-16,Quarter,2014-06-02
0.46,2014-02-24,2014-03-04,Regular Cash,2014-03-17,Quarter,2014-03-06
0.46,2013-10-25,2013-11-27,Regular Cash,2013-12-16,Quarter,2013-12-02
0.46,2013-04-26,2013-08-29,Regular Cash,2013-09-16,Quarter,2013-09-03
0.44,2013-04-26,2013-05-30,Regular Cash,2013-06-17,Quarter,2013-06-03
0.44,2013-02-22,2013-02-28,Regular Cash,2013-03-15,Quarter,2013-03-04
0.44,2012-10-26,2012-11-29,Regular Cash,2012-12-17,Quarter,2012-12-03
0.44,2012-04-20,2012-08-30,Regular Cash,2012-09-17,Quarter,2012-09-04
0.43,2012-04-20,2012-05-30,Regular Cash,2012-06-15,Quarter,2012-06-01
0.43,2012-02-17,2012-02-28,Regular Cash,2012-03-15,Quarter,2012-03-01
0.43,2011-10-28,2011-11-29,Regular Cash,2011-12-15,Quarter,2011-12-01
0.43,2011-04-29,2011-08-30,Regular Cash,2011-09-15,Quarter,2011-09-01
0.405,2011-04-29,2011-05-27,Regular Cash,2011-06-15,Quarter,2011-06-01
0.405,2011-02-18,2011-02-25,Regular Cash,2011-03-15,Quarter,2011-03-01
0.405,2010-10-29,2010-11-29,Regular Cash,2010-12-15,Quarter,2010-12-01
0.405,2010-04-23,2010-08-30,Regular Cash,2010-09-15,Quarter,2010-09-01
0.375,2010-04-23,2010-05-27,Regular Cash,2010-06-15,Quarter,2010-06-01
0.375,2010-02-19,2010-02-26,Regular Cash,2010-03-15,Quarter,2010-03-02
