Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.52,2017-11-08,2017-11-29,Regular Cash,2017-12-15,Quarter,2017-11-30
0.52,2017-08-09,2017-08-29,Regular Cash,2017-09-15,Quarter,2017-08-31
0.52,2017-05-10,2017-05-26,Regular Cash,2017-06-15,Quarter,2017-05-31
0.52,2017-01-30,2017-02-24,Regular Cash,2017-03-15,Quarter,2017-02-28
0.495,2016-11-10,2016-11-28,Regular Cash,2016-12-15,Quarter,2016-11-30
0.495,2016-08-10,2016-08-29,Regular Cash,2016-09-15,Quarter,2016-08-31
0.495,2016-05-11,2016-05-26,Regular Cash,2016-06-15,Quarter,2016-05-31
0.495,2016-02-02,2016-02-25,Regular Cash,2016-03-15,Quarter,2016-02-29
0.4575,2015-11-11,2015-11-25,Regular Cash,2015-12-15,Quarter,2015-11-30
0.4575,2015-08-12,2015-08-27,Regular Cash,2015-09-15,Quarter,2015-08-31
0.4575,2015-05-13,2015-05-27,Regular Cash,2015-06-15,Quarter,2015-05-29
0.4575,2015-02-02,2015-02-25,Regular Cash,2015-03-13,Quarter,2015-02-27
0.4325,2014-11-12,2014-11-25,Regular Cash,2014-12-15,Quarter,2014-11-28
0.4325,2014-08-13,2014-08-27,Regular Cash,2014-09-15,Quarter,2014-08-29
0.4325,2014-05-08,2014-05-28,Regular Cash,2014-06-13,Quarter,2014-05-30
0.4325,2014-01-29,2014-02-26,Regular Cash,2014-03-14,Quarter,2014-02-28
0.4075,2013-10-24,2013-11-26,Regular Cash,2013-12-13,Quarter,2013-11-29
0.4075,2013-08-15,2013-08-28,Regular Cash,2013-09-13,Quarter,2013-08-30
0.4075,2013-05-10,2013-05-29,Regular Cash,2013-06-14,Quarter,2013-05-31
0.4075,2013-02-04,2013-02-26,Regular Cash,2013-03-15,Quarter,2013-02-28
0.3825,2012-11-08,2012-11-28,Regular Cash,2012-12-14,Quarter,2012-11-30
0.3825,2012-08-08,2012-08-29,Regular Cash,2012-09-14,Quarter,2012-08-31
0.3825,2012-05-10,2012-05-29,Regular Cash,2012-06-15,Quarter,2012-05-31
0.3825,2012-01-30,2012-02-24,Regular Cash,2012-03-15,Quarter,2012-02-28
0.3825,2011-10-25,2011-11-28,Regular Cash,2011-12-15,Quarter,2011-11-30
0.255,2011-08-11,2011-08-29,Regular Cash,2011-09-15,Quarter,2011-08-31
0.255,2011-05-13,2011-05-26,Regular Cash,2011-06-15,Quarter,2011-05-31
0.255,2011-01-31,2011-02-24,Regular Cash,2011-03-15,Quarter,2011-02-28
0.23,2010-11-04,2010-11-26,Regular Cash,2010-12-15,Quarter,2010-11-30
0.23,2010-08-11,2010-08-27,Regular Cash,2010-09-15,Quarter,2010-08-31
0.23,2010-05-13,2010-05-26,Regular Cash,2010-06-15,Quarter,2010-05-28
0.23,2010-02-01,2010-02-24,Regular Cash,2010-03-15,Quarter,2010-02-26
