Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.6,2017-12-05,2017-12-20,Regular Cash,2018-01-05,Quarter,2017-12-21
0.6,2017-09-06,2017-09-21,Regular Cash,2017-10-11,Quarter,2017-09-22
0.48,2017-05-03,2017-05-31,Regular Cash,2017-07-05,Quarter,2017-06-02
0.48,2017-02-07,2017-03-03,Regular Cash,2017-04-05,Quarter,2017-03-07
0.48,2016-12-06,2016-12-19,Regular Cash,2017-01-05,Quarter,2016-12-21
0.48,2016-09-19,2016-09-27,Regular Cash,2016-10-13,Quarter,2016-09-29
0.375,2016-05-17,2016-05-26,Regular Cash,2016-06-13,Quarter,2016-05-31
0.375,2016-02-09,2016-02-18,Regular Cash,2016-03-03,Quarter,2016-02-22
0.375,2015-12-08,2015-12-17,Regular Cash,2016-01-05,Quarter,2015-12-21
0.375,2015-09-03,2015-09-16,Regular Cash,2015-10-06,Quarter,2015-09-18
0.3,2015-05-06,2015-05-15,Regular Cash,2015-06-02,Quarter,2015-05-19
0.3,2015-02-06,2015-02-13,Regular Cash,2015-03-04,Quarter,2015-02-18
0.3,2014-12-09,2014-12-18,Regular Cash,2015-01-06,Quarter,2014-12-22
0.3,2014-09-09,2014-09-18,Regular Cash,2014-10-02,Quarter,2014-09-22
0.25,2014-05-07,2014-05-16,Regular Cash,2014-06-05,Quarter,2014-05-20
0.25,2014-02-05,2014-02-13,Regular Cash,2014-03-04,Quarter,2014-02-18
0.25,2013-12-04,2013-12-12,Regular Cash,2014-01-02,Quarter,2013-12-16
0.25,2013-09-11,2013-09-20,Regular Cash,2013-10-08,Quarter,2013-09-24
0.12,2013-05-08,2013-05-17,Regular Cash,2013-06-04,Quarter,2013-05-21
0.12,2013-02-08,2013-02-19,Regular Cash,2013-03-06,Quarter,2013-02-21
0.12,2012-12-05,2012-12-13,Regular Cash,2012-12-28,Quarter,2012-12-17
0.12,2012-09-12,2012-09-21,Regular Cash,2012-10-09,Quarter,2012-09-25
0.1,2012-05-09,2012-05-18,Regular Cash,2012-06-06,Quarter,2012-05-22
0.1,2012-02-15,2012-02-27,Regular Cash,2012-03-15,Quarter,2012-02-29
0.1,2011-12-07,2011-12-20,Regular Cash,2012-01-11,Quarter,2011-12-22
0.1,2011-07-27,2011-08-10,Regular Cash,2011-08-30,Quarter,2011-08-12
