Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.75,2017-11-14,2017-11-24,Regular Cash,2017-12-14,Quarter,2017-11-27
0.75,2017-08-08,2017-08-18,Regular Cash,2017-09-14,Quarter,2017-08-22
0.75,2017-05-09,2017-05-19,Regular Cash,2017-06-15,Quarter,2017-05-23
0.75,2017-02-08,2017-02-17,Regular Cash,2017-03-16,Quarter,2017-02-22
0.7,2016-11-08,2016-11-18,Regular Cash,2016-12-15,Quarter,2016-11-22
0.7,2016-08-09,2016-08-19,Regular Cash,2016-09-15,Quarter,2016-08-23
0.7,2016-05-10,2016-05-20,Regular Cash,2016-06-16,Quarter,2016-05-24
0.7,2016-02-09,2016-02-19,Regular Cash,2016-03-17,Quarter,2016-02-23
0.7,2015-11-10,2015-11-20,Regular Cash,2015-12-17,Quarter,2015-11-24
0.58,2015-08-11,2015-08-21,Regular Cash,2015-09-17,Quarter,2015-08-25
0.58,2015-05-12,2015-05-21,Regular Cash,2015-06-18,Quarter,2015-05-26
0.58,2015-02-10,2015-02-20,Regular Cash,2015-03-19,Quarter,2015-02-24
0.58,2014-11-11,2014-11-21,Regular Cash,2014-12-18,Quarter,2014-11-25
0.53,2014-08-12,2014-08-22,Regular Cash,2014-09-18,Quarter,2014-08-26
0.53,2014-05-13,2014-05-22,Regular Cash,2014-06-19,Quarter,2014-05-27
0.53,2014-02-11,2014-02-21,Regular Cash,2014-03-20,Quarter,2014-02-25
0.53,2013-11-12,2013-11-22,Regular Cash,2013-12-19,Quarter,2013-11-26
0.4,2013-08-15,2013-08-23,Regular Cash,2013-09-19,Quarter,2013-08-27
0.4,2013-05-14,2013-05-24,Regular Cash,2013-06-20,Quarter,2013-05-29
0.4,2013-02-12,2013-02-22,Regular Cash,2013-03-21,Quarter,2013-02-26
1.6,2012-11-07,2012-11-16,Regular Cash,2012-12-14,Annual,2012-11-20
1.45,2011-11-08,2011-11-18,Regular Cash,2011-12-16,Annual,2011-11-22
1.15,2010-11-09,2010-11-19,Regular Cash,2010-12-17,Annual,2010-11-23
