Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.8825,2017-11-03,2017-12-15,Regular Cash,2018-01-15,Quarter,2017-12-18
0.825,2017-06-22,2017-09-15,Regular Cash,2017-10-15,Quarter,2017-09-18
0.825,2017-05-08,2017-06-15,Regular Cash,2017-07-15,Quarter,2017-06-19
0.825,2017-02-03,2017-03-16,Regular Cash,2017-04-15,Quarter,2017-03-20
0.825,2016-11-04,2016-12-15,Regular Cash,2017-01-15,Quarter,2016-12-19
0.77,2016-06-23,2016-09-15,Regular Cash,2016-10-15,Quarter,2016-09-19
0.73,2016-05-05,2016-06-16,Regular Cash,2016-07-15,Quarter,2016-06-20
0.73,2016-02-04,2016-03-17,Regular Cash,2016-04-15,Quarter,2016-03-21
0.73,2015-12-02,2015-12-17,Regular Cash,2016-01-15,Quarter,2015-12-21
0.73,2015-06-25,2015-09-17,Regular Cash,2015-10-15,Quarter,2015-09-21
0.69,2015-05-07,2015-06-11,Regular Cash,2015-07-15,Quarter,2015-06-15
0.69,2015-02-05,2015-03-12,Regular Cash,2015-04-15,Quarter,2015-03-16
0.69,2014-12-03,2014-12-11,Regular Cash,2015-01-15,Quarter,2014-12-15
0.69,2014-06-19,2014-09-11,Regular Cash,2014-10-15,Quarter,2014-09-15
0.655,2014-05-01,2014-06-12,Regular Cash,2014-07-15,Quarter,2014-06-16
0.655,2014-02-06,2014-03-13,Regular Cash,2014-04-15,Quarter,2014-03-17
0.655,2013-12-05,2013-12-12,Regular Cash,2014-01-15,Quarter,2013-12-16
0.655,2013-06-20,2013-09-12,Regular Cash,2013-10-15,Quarter,2013-09-16
0.655,2013-05-01,2013-06-13,Regular Cash,2013-07-15,Quarter,2013-06-17
0.62,2013-02-07,2013-03-14,Regular Cash,2013-04-15,Quarter,2013-03-18
0.62,2012-12-06,2012-12-17,Regular Cash,2013-01-15,Quarter,2012-12-19
0.62,2012-06-14,2012-09-13,Regular Cash,2012-10-15,Quarter,2012-09-17
0.5875,2012-05-03,2012-06-18,Regular Cash,2012-07-15,Quarter,2012-06-20
0.5875,2012-02-02,2012-03-15,Regular Cash,2012-04-15,Quarter,2012-03-19
0.5875,2011-11-16,2011-12-15,Regular Cash,2012-01-15,Quarter,2011-12-19
0.5875,2011-06-23,2011-09-15,Regular Cash,2011-10-15,Quarter,2011-09-19
0.5875,2011-05-05,2011-06-16,Regular Cash,2011-07-15,Quarter,2011-06-20
0.56,2011-02-03,2011-03-17,Regular Cash,2011-04-15,Quarter,2011-03-21
0.56,2010-12-16,2010-12-22,Regular Cash,2011-01-15,Quarter,2010-12-27
0.56,2010-07-29,2010-09-16,Regular Cash,2010-10-15,Quarter,2010-09-20
0.53,2010-05-07,2010-06-17,Regular Cash,2010-07-15,Quarter,2010-06-21
0.53,2010-02-04,2010-03-18,Regular Cash,2010-04-15,Quarter,2010-03-22
