Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.605,2017-12-07,2017-12-28,Regular Cash,2018-01-31,Quarter,2017-12-29
0.5425,2017-08-24,2017-09-28,Regular Cash,2017-10-31,Quarter,2017-09-29
0.5425,2017-04-27,2017-06-28,Regular Cash,2017-07-31,Quarter,2017-06-30
0.5425,2017-02-23,2017-03-29,Regular Cash,2017-04-30,Quarter,2017-03-31
0.5425,2016-12-08,2016-12-28,Regular Cash,2017-01-31,Quarter,2016-12-30
0.48,2016-08-25,2016-09-28,Regular Cash,2016-10-31,Quarter,2016-09-30
0.48,2016-04-28,2016-06-28,Regular Cash,2016-07-31,Quarter,2016-06-30
0.48,2016-02-25,2016-03-29,Regular Cash,2016-04-30,Quarter,2016-03-31
0.48,2015-12-10,2015-12-29,Regular Cash,2016-01-31,Quarter,2015-12-31
0.4175,2015-08-27,2015-09-28,Regular Cash,2015-10-31,Quarter,2015-09-30
0.4175,2015-06-17,2015-06-26,Regular Cash,2015-07-31,Quarter,2015-06-30
0.4175,2015-02-26,2015-03-27,Regular Cash,2015-04-30,Quarter,2015-03-31
0.4175,2014-12-11,2014-12-29,Regular Cash,2015-01-31,Quarter,2014-12-31
0.355,2014-08-28,2014-09-26,Regular Cash,2014-10-31,Quarter,2014-09-30
0.355,2014-06-19,2014-06-26,Regular Cash,2014-07-31,Quarter,2014-06-30
0.355,2014-02-27,2014-03-27,Regular Cash,2014-04-30,Quarter,2014-03-31
0.355,2013-12-12,2013-12-27,Regular Cash,2014-01-31,Quarter,2013-12-31
0.3375,2013-09-05,2013-09-26,Regular Cash,2013-10-31,Quarter,2013-09-30
0.3375,2013-04-25,2013-06-26,Regular Cash,2013-07-31,Quarter,2013-06-28
0.3375,2013-02-28,2013-03-26,Regular Cash,2013-04-30,Quarter,2013-03-28
0.3375,2012-12-20,2012-12-27,Regular Cash,2013-01-31,Quarter,2012-12-31
0.325,2012-09-06,2012-09-26,Regular Cash,2012-10-31,Quarter,2012-09-28
0.325,2012-04-26,2012-06-27,Regular Cash,2012-07-31,Quarter,2012-06-29
0.325,2012-02-23,2012-03-28,Regular Cash,2012-04-30,Quarter,2012-03-30
0.325,2011-12-08,2011-12-28,Regular Cash,2012-01-31,Quarter,2011-12-30
0.32,2011-09-01,2011-09-28,Regular Cash,2011-10-31,Quarter,2011-09-30
0.32,2011-04-28,2011-06-28,Regular Cash,2011-07-31,Quarter,2011-06-30
0.32,2011-02-24,2011-03-29,Regular Cash,2011-04-30,Quarter,2011-03-31
0.32,2010-12-09,2010-12-29,Regular Cash,2011-01-31,Quarter,2010-12-31
0.315,2010-09-02,2010-09-28,Regular Cash,2010-10-31,Quarter,2010-09-30
0.315,2010-04-22,2010-06-28,Regular Cash,2010-07-31,Quarter,2010-06-30
0.315,2010-02-25,2010-03-29,Regular Cash,2010-04-30,Quarter,2010-03-31
