Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.78,2017-11-10,2017-12-14,Regular Cash,2017-12-29,Quarter,2017-12-15
0.78,2017-08-25,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.78,2017-05-22,2017-06-13,Regular Cash,2017-06-30,Quarter,2017-06-15
0.78,2017-02-16,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.78,2016-12-08,2016-12-15,Regular Cash,2016-12-30,Quarter,2016-12-19
0.78,2016-08-29,2016-09-13,Regular Cash,2016-09-30,Quarter,2016-09-15
0.78,2016-05-25,2016-06-13,Regular Cash,2016-06-30,Quarter,2016-06-15
0.59,2016-02-24,2016-03-11,Regular Cash,2016-03-31,Quarter,2016-03-15
0.59,2015-11-13,2015-12-11,Regular Cash,2015-12-31,Quarter,2015-12-15
0.59,2015-08-28,2015-09-11,Regular Cash,2015-09-30,Quarter,2015-09-15
0.59,2015-05-27,2015-06-11,Regular Cash,2015-06-30,Quarter,2015-06-15
0.47,2015-02-20,2015-03-12,Regular Cash,2015-03-31,Quarter,2015-03-16
0.47,2014-11-24,2014-12-11,Regular Cash,2014-12-31,Quarter,2014-12-15
0.47,2014-09-02,2014-09-11,Regular Cash,2014-09-30,Quarter,2014-09-15
0.47,2014-05-23,2014-06-11,Regular Cash,2014-06-30,Quarter,2014-06-13
0.4,2014-02-24,2014-03-12,Regular Cash,2014-03-28,Quarter,2014-03-14
0.4,2013-11-18,2013-12-11,Regular Cash,2013-12-31,Quarter,2013-12-13
0.4,2013-09-04,2013-09-12,Regular Cash,2013-09-30,Quarter,2013-09-16
0.4,2013-05-22,2013-06-12,Regular Cash,2013-06-28,Quarter,2013-06-14
0.25,2013-02-21,2013-03-13,Regular Cash,2013-03-29,Quarter,2013-03-15
0.25,2012-11-08,2012-12-06,Regular Cash,2012-12-31,Quarter,2012-12-10
0.2,2012-09-06,2012-09-13,Regular Cash,2012-09-28,Quarter,2012-09-17
0.2,2012-06-04,2012-06-13,Regular Cash,2012-06-29,Quarter,2012-06-15
0.2,2012-02-16,2012-03-13,Regular Cash,2012-03-30,Quarter,2012-03-15
0.14,2011-11-28,2011-12-07,Regular Cash,2011-12-30,Quarter,2011-12-09
0.14,2011-08-26,2011-09-13,Regular Cash,2011-09-30,Quarter,2011-09-15
0.14,2011-05-23,2011-06-13,Regular Cash,2011-06-30,Quarter,2011-06-15
0.14,2011-02-08,2011-03-11,Regular Cash,2011-03-31,Quarter,2011-03-15
0.1,2010-08-27,2010-12-08,Regular Cash,2010-12-31,Quarter,2010-12-10
0.1,2010-08-27,2010-09-13,Regular Cash,2010-09-30,Quarter,2010-09-15
0.1,2010-05-25,2010-06-11,Regular Cash,2010-06-30,Quarter,2010-06-15
0.1,2010-02-22,2010-03-11,Regular Cash,2010-03-31,Quarter,2010-03-15
