Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.01,2012-02-23,2012-03-01,Regular Cash,2012-04-02,Quarter,2012-03-05
0.01,2011-10-06,2011-11-30,Regular Cash,2012-01-03,Quarter,2011-12-02
0.01,2011-07-14,2011-08-31,Regular Cash,2011-10-03,Quarter,2011-09-02
0.01,2011-04-01,2011-06-01,Regular Cash,2011-07-01,Quarter,2011-06-03
0.01,2011-02-08,2011-03-02,Regular Cash,2011-04-01,Quarter,2011-03-04
0.01,2010-10-14,2010-12-01,Regular Cash,2011-01-03,Quarter,2010-12-03
0.01,2010-07-21,2010-09-01,Regular Cash,2010-10-01,Quarter,2010-09-03
0.01,2010-04-01,2010-06-02,Regular Cash,2010-07-01,Quarter,2010-06-04
0.01,2010-02-24,2010-03-03,Regular Cash,2010-04-01,Quarter,2010-03-05
