Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.0,2012-12-03,2012-12-12,Special Cash,2012-12-28,None,2012-12-14
2.0,2011-11-01,2011-11-15,Special Cash,2011-12-01,None,2011-11-17
