Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.38,2017-10-25,2017-12-14,Regular Cash,2017-12-29,Quarter,2017-12-15
0.38,2017-07-26,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.38,2017-04-26,2017-06-14,Regular Cash,2017-06-30,Quarter,2017-06-16
0.32,2017-01-31,2017-03-15,Regular Cash,2017-03-31,Quarter,2017-03-17
0.32,2016-10-26,2016-12-14,Regular Cash,2016-12-30,Quarter,2016-12-16
0.32,2016-07-27,2016-09-14,Regular Cash,2016-09-30,Quarter,2016-09-16
0.32,2016-03-31,2016-06-08,Regular Cash,2016-06-24,Quarter,2016-06-10
0.25,2016-01-28,2016-03-10,Regular Cash,2016-03-28,Quarter,2016-03-14
0.25,2015-10-22,2015-12-10,Regular Cash,2015-12-28,Quarter,2015-12-14
0.25,2015-07-23,2015-09-09,Regular Cash,2015-09-25,Quarter,2015-09-11
0.25,2015-04-23,2015-06-10,Regular Cash,2015-06-26,Quarter,2015-06-12
0.15,2015-01-29,2015-03-11,Regular Cash,2015-03-27,Quarter,2015-03-13
0.15,2014-10-24,2014-12-10,Regular Cash,2014-12-26,Quarter,2014-12-12
0.15,2014-07-24,2014-09-10,Regular Cash,2014-09-26,Quarter,2014-09-12
0.15,2014-03-27,2014-06-11,Regular Cash,2014-06-27,Quarter,2014-06-13
0.13,2014-02-05,2014-03-12,Regular Cash,2014-03-28,Quarter,2014-03-14
0.13,2013-10-23,2013-12-11,Regular Cash,2013-12-27,Quarter,2013-12-13
0.13,2013-07-24,2013-09-11,Regular Cash,2013-09-27,Quarter,2013-09-13
0.13,2013-04-24,2013-06-12,Regular Cash,2013-06-28,Quarter,2013-06-14
0.13,2013-01-31,2013-03-12,Regular Cash,2013-03-28,Quarter,2013-03-14
0.13,2012-10-24,2012-12-12,Regular Cash,2012-12-28,Quarter,2012-12-14
0.13,2012-07-25,2012-09-12,Regular Cash,2012-09-28,Quarter,2012-09-14
0.13,2012-04-25,2012-06-13,Regular Cash,2012-06-29,Quarter,2012-06-15
