Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.09,2017-10-24,2017-11-02,Regular Cash,2018-01-02,Quarter,2017-11-03
0.09,2017-07-25,2017-09-07,Regular Cash,2017-10-02,Quarter,2017-09-08
0.09,2017-04-25,2017-06-07,Regular Cash,2017-07-03,Quarter,2017-06-09
0.09,2017-01-24,2017-03-08,Regular Cash,2017-04-03,Quarter,2017-03-10
0.07,2016-10-25,2016-12-07,Regular Cash,2017-01-03,Quarter,2016-12-09
0.07,2016-07-26,2016-09-07,Regular Cash,2016-10-03,Quarter,2016-09-09
0.07,2016-04-26,2016-06-08,Regular Cash,2016-07-01,Quarter,2016-06-10
0.07,2016-01-26,2016-03-09,Regular Cash,2016-04-01,Quarter,2016-03-11
0.06,2015-10-20,2015-12-09,Regular Cash,2016-01-04,Quarter,2015-12-11
0.06,2015-07-21,2015-09-09,Regular Cash,2015-10-01,Quarter,2015-09-11
0.06,2015-04-28,2015-06-10,Regular Cash,2015-07-01,Quarter,2015-06-12
0.06,2015-01-21,2015-03-11,Regular Cash,2015-04-01,Quarter,2015-03-13
0.05,2014-10-21,2014-12-10,Regular Cash,2015-01-01,Quarter,2014-12-12
0.05,2014-07-22,2014-09-10,Regular Cash,2014-10-01,Quarter,2014-09-12
0.05,2014-04-29,2014-06-11,Regular Cash,2014-07-01,Quarter,2014-06-13
0.05,2014-01-22,2014-03-12,Regular Cash,2014-04-01,Quarter,2014-03-14
0.05,2013-10-22,2013-12-11,Regular Cash,2014-01-01,Quarter,2013-12-13
0.05,2013-07-16,2013-09-11,Regular Cash,2013-10-01,Quarter,2013-09-13
0.05,2013-05-02,2013-06-12,Regular Cash,2013-07-01,Quarter,2013-06-14
0.05,2013-01-23,2013-03-13,Regular Cash,2013-04-01,Quarter,2013-03-15
0.01,2012-10-17,2012-12-12,Regular Cash,2013-01-01,Quarter,2012-12-14
0.01,2012-07-17,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-14
0.01,2012-04-19,2012-06-13,Regular Cash,2012-07-01,Quarter,2012-06-15
0.01,2012-01-20,2012-03-14,Regular Cash,2012-04-01,Quarter,2012-03-16
0.01,2011-10-18,2011-12-14,Regular Cash,2012-01-01,Quarter,2011-12-16
0.01,2011-07-19,2011-09-14,Regular Cash,2011-10-01,Quarter,2011-09-16
0.01,2011-04-19,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.01,2011-01-19,2011-03-09,Regular Cash,2011-04-01,Quarter,2011-03-11
0.018122,2010-10-20,2010-12-08,Stock Dividend,2011-01-01,None,2010-12-10
0.016567,2010-07-20,2010-09-08,Stock Dividend,2010-10-01,None,2010-09-10
0.012896,2010-04-20,2010-06-09,Stock Dividend,2010-07-01,None,2010-06-11
0.014561,2010-01-20,2010-03-10,Stock Dividend,2010-04-01,None,2010-03-12
