Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.7,2017-11-01,2017-11-20,Regular Cash,2017-12-12,Quarter,2017-11-21
0.7,2017-07-20,2017-08-07,Regular Cash,2017-09-07,Quarter,2017-08-09
0.7,2017-05-03,2017-05-15,Regular Cash,2017-06-07,Quarter,2017-05-17
0.7,2017-01-26,2017-02-13,Regular Cash,2017-03-07,Quarter,2017-02-15
0.6,2016-11-02,2016-11-18,Regular Cash,2016-12-15,Quarter,2016-11-22
0.6,2016-07-28,2016-08-09,Regular Cash,2016-09-08,Quarter,2016-08-11
0.6,2016-05-12,2016-05-23,Regular Cash,2016-06-21,Quarter,2016-05-25
0.6,2016-01-21,2016-02-05,Regular Cash,2016-03-03,Quarter,2016-02-09
0.5,2015-10-28,2015-11-19,Regular Cash,2015-12-17,Quarter,2015-11-23
0.4,2015-07-13,2015-07-31,Regular Cash,2015-09-02,Quarter,2015-08-04
0.4,2015-04-30,2015-05-11,Regular Cash,2015-06-10,Quarter,2015-05-13
0.4,2015-01-23,2015-02-09,Regular Cash,2015-03-03,Quarter,2015-02-11
0.275,2014-10-23,2014-11-17,Regular Cash,2014-12-17,Quarter,2014-11-19
0.275,2014-07-29,2014-08-18,Regular Cash,2014-09-17,Quarter,2014-08-20
0.25,2014-05-01,2014-05-19,Regular Cash,2014-06-18,Quarter,2014-05-21
0.25,2014-01-22,2014-02-10,Regular Cash,2014-03-12,Quarter,2014-02-12
0.225,2013-11-08,2013-11-25,Regular Cash,2013-12-18,Quarter,2013-11-27
0.225,2013-07-25,2013-08-12,Regular Cash,2013-09-11,Quarter,2013-08-14
0.2,2013-05-01,2013-05-20,Regular Cash,2013-06-19,Quarter,2013-05-22
0.111111,2013-04-05,2013-05-02,Spinoff,2013-05-01,None,2013-04-19
0.2,2013-01-23,2013-02-11,Regular Cash,2013-03-13,Quarter,2013-02-13
0.175,2012-11-07,2012-11-19,Regular Cash,2012-12-12,Quarter,2012-11-21
0.175,2012-07-26,2012-08-13,Regular Cash,2012-09-12,Quarter,2012-08-15
0.15,2012-05-03,2012-05-21,Regular Cash,2012-06-20,Quarter,2012-05-23
0.15,2012-01-24,2012-02-13,Regular Cash,2012-03-14,Quarter,2012-02-15
0.15,2011-10-27,2011-11-14,Regular Cash,2011-12-14,Quarter,2011-11-16
0.05,2011-07-28,2011-08-15,Regular Cash,2011-09-14,Quarter,2011-08-17
0.05,2011-04-28,2011-05-16,Regular Cash,2011-06-15,Quarter,2011-05-18
0.05,2011-01-25,2011-02-14,Regular Cash,2011-03-16,Quarter,2011-02-16
0.05,2010-11-03,2010-11-15,Regular Cash,2010-12-15,Quarter,2010-11-17
0.05,2010-07-29,2010-08-16,Regular Cash,2010-09-15,Quarter,2010-08-18
0.05,2010-04-29,2010-05-17,Regular Cash,2010-06-16,Quarter,2010-05-19
0.05,2010-01-27,2010-02-12,Regular Cash,2010-03-17,Quarter,2010-02-17
