Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.08,2017-10-19,2017-11-14,Regular Cash,2017-12-01,Quarter,2017-11-15
0.08,2017-07-20,2017-08-11,Regular Cash,2017-09-01,Quarter,2017-08-15
0.08,2017-04-20,2017-05-11,Regular Cash,2017-06-01,Quarter,2017-05-15
0.08,2017-01-26,2017-02-13,Regular Cash,2017-03-01,Quarter,2017-02-15
0.08,2016-10-20,2016-11-10,Regular Cash,2016-12-01,Quarter,2016-11-15
0.08,2016-07-21,2016-08-11,Regular Cash,2016-09-01,Quarter,2016-08-15
0.08,2016-04-21,2016-05-12,Regular Cash,2016-06-01,Quarter,2016-05-16
0.08,2016-01-21,2016-02-11,Regular Cash,2016-03-01,Quarter,2016-02-16
0.08,2015-10-14,2015-11-12,Regular Cash,2015-12-01,Quarter,2015-11-16
0.08,2015-07-16,2015-08-12,Regular Cash,2015-09-01,Quarter,2015-08-14
0.08,2015-04-16,2015-05-13,Regular Cash,2015-06-01,Quarter,2015-05-15
0.08,2015-01-21,2015-02-11,Regular Cash,2015-03-02,Quarter,2015-02-13
0.08,2014-10-16,2014-11-12,Regular Cash,2014-12-01,Quarter,2014-11-14
0.08,2014-07-23,2014-08-13,Regular Cash,2014-09-02,Quarter,2014-08-15
0.08,2014-04-17,2014-05-13,Regular Cash,2014-06-02,Quarter,2014-05-15
0.08,2014-01-22,2014-02-12,Regular Cash,2014-03-03,Quarter,2014-02-14
0.08,2013-10-17,2013-11-13,Regular Cash,2013-12-02,Quarter,2013-11-15
0.08,2013-07-18,2013-08-13,Regular Cash,2013-09-03,Quarter,2013-08-15
0.08,2013-04-16,2013-05-13,Regular Cash,2013-06-03,Quarter,2013-05-15
0.08,2013-01-24,2013-02-13,Regular Cash,2013-03-01,Quarter,2013-02-15
0.08,2012-10-16,2012-11-13,Regular Cash,2012-12-03,Quarter,2012-11-15
0.08,2012-07-19,2012-08-13,Regular Cash,2012-09-04,Quarter,2012-08-15
0.08,2012-04-19,2012-05-11,Regular Cash,2012-06-01,Quarter,2012-05-15
0.08,2012-01-25,2012-02-14,Regular Cash,2012-03-01,Quarter,2012-02-16
0.08,2011-10-20,2011-11-10,Regular Cash,2011-12-01,Quarter,2011-11-15
0.07,2011-07-21,2011-08-11,Regular Cash,2011-09-01,Quarter,2011-08-15
0.07,2011-04-13,2011-05-12,Regular Cash,2011-06-01,Quarter,2011-05-16
0.07,2011-01-19,2011-02-11,Regular Cash,2011-03-01,Quarter,2011-02-15
0.07,2010-10-21,2010-11-10,Regular Cash,2010-12-01,Quarter,2010-11-15
0.07,2010-07-22,2010-08-12,Regular Cash,2010-09-01,Quarter,2010-08-16
0.07,2010-04-14,2010-05-13,Regular Cash,2010-06-01,Quarter,2010-05-17
0.07,2010-01-22,2010-02-11,Regular Cash,2010-03-01,Quarter,2010-02-16
