Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.07,2017-12-07,2017-12-20,Regular Cash,2018-01-11,Quarter,2017-12-21
1.07,2017-09-13,2017-09-26,Regular Cash,2017-10-12,Quarter,2017-09-27
1.04,2017-06-09,2017-06-21,Regular Cash,2017-07-11,Quarter,2017-06-23
1.04,2017-03-09,2017-03-21,Regular Cash,2017-04-11,Quarter,2017-03-23
1.04,2016-12-07,2016-12-20,Regular Cash,2017-01-10,Quarter,2016-12-22
1.04,2016-09-14,2016-09-26,Regular Cash,2016-10-13,Quarter,2016-09-28
1.02,2016-06-09,2016-06-21,Regular Cash,2016-07-11,Quarter,2016-06-23
1.02,2016-03-10,2016-03-22,Regular Cash,2016-04-11,Quarter,2016-03-25
1.02,2015-12-09,2015-12-21,Regular Cash,2016-01-08,Quarter,2015-12-23
1.02,2015-09-15,2015-09-28,Regular Cash,2015-10-14,Quarter,2015-09-30
1.0,2015-06-11,2015-06-23,Regular Cash,2015-07-10,Quarter,2015-06-25
1.0,2015-03-11,2015-03-24,Regular Cash,2015-04-10,Quarter,2015-03-26
1.0,2014-12-10,2014-12-22,Regular Cash,2015-01-09,Quarter,2014-12-24
1.0,2014-09-10,2014-09-23,Regular Cash,2014-10-10,Quarter,2014-09-25
0.94,2014-06-11,2014-06-24,Regular Cash,2014-07-11,Quarter,2014-06-26
0.94,2014-03-12,2014-03-25,Regular Cash,2014-04-11,Quarter,2014-03-27
0.94,2013-12-11,2013-12-23,Regular Cash,2014-01-10,Quarter,2013-12-26
0.94,2013-09-11,2013-09-24,Regular Cash,2013-10-11,Quarter,2013-09-26
0.85,2013-06-12,2013-06-25,Regular Cash,2013-07-12,Quarter,2013-06-27
0.85,2013-03-13,2013-03-26,Regular Cash,2013-04-12,Quarter,2013-03-28
0.85,2012-12-12,2012-12-24,Regular Cash,2013-01-11,Quarter,2012-12-27
0.85,2012-09-12,2012-09-25,Regular Cash,2012-10-11,Quarter,2012-09-27
0.77,2012-06-13,2012-06-25,Regular Cash,2012-07-12,Quarter,2012-06-27
0.77,2012-03-14,2012-03-27,Regular Cash,2012-04-12,Quarter,2012-03-29
0.77,2011-12-07,2011-12-20,Regular Cash,2012-01-10,Quarter,2011-12-22
0.77,2011-09-14,2011-09-23,Regular Cash,2011-10-11,Quarter,2011-09-27
0.64,2011-06-08,2011-06-21,Regular Cash,2011-07-11,Quarter,2011-06-23
0.64,2011-03-09,2011-03-22,Regular Cash,2011-04-11,Quarter,2011-03-24
0.64,2010-12-08,2010-12-21,Regular Cash,2011-01-10,Quarter,2010-12-23
0.64,2010-09-10,2010-09-22,Regular Cash,2010-10-08,Quarter,2010-09-24
0.58,2010-06-09,2010-06-22,Regular Cash,2010-07-09,Quarter,2010-06-24
0.58,2010-03-11,2010-03-23,Regular Cash,2010-04-09,Quarter,2010-03-25
