Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.63,2017-10-23,2017-12-19,Regular Cash,2018-01-03,Quarter,2017-12-20
0.63,2017-07-25,2017-09-19,Regular Cash,2017-10-04,Quarter,2017-09-20
0.63,2017-04-26,2017-06-19,Regular Cash,2017-07-05,Quarter,2017-06-21
0.63,2017-01-24,2017-03-20,Regular Cash,2017-04-05,Quarter,2017-03-22
0.63,2016-10-19,2016-12-19,Regular Cash,2017-01-04,Quarter,2016-12-21
0.63,2016-08-02,2016-09-19,Regular Cash,2016-10-05,Quarter,2016-09-21
0.63,2016-04-29,2016-05-06,Regular Cash,2016-05-24,Quarter,2016-05-10
0.63,2016-01-29,2016-02-05,Regular Cash,2016-02-23,Quarter,2016-02-09
0.63,2015-10-21,2015-11-04,Regular Cash,2015-11-20,Quarter,2015-11-06
0.54,2015-07-31,2015-08-07,Regular Cash,2015-08-25,Quarter,2015-08-11
0.54,2015-04-17,2015-04-29,Regular Cash,2015-05-15,Quarter,2015-05-01
0.54,2015-01-26,2015-02-06,Regular Cash,2015-02-24,Quarter,2015-02-10
0.54,2014-10-22,2014-11-06,Regular Cash,2014-11-25,Quarter,2014-11-11
0.43,2014-07-17,2014-08-06,Regular Cash,2014-08-22,Quarter,2014-08-08
0.43,2014-04-29,2014-05-12,Regular Cash,2014-05-28,Quarter,2014-05-14
0.43,2014-01-27,2014-02-06,Regular Cash,2014-02-24,Quarter,2014-02-10
0.43,2013-10-28,2013-11-07,Regular Cash,2013-11-26,Quarter,2013-11-12
0.38,2013-07-24,2013-08-05,Regular Cash,2013-08-21,Quarter,2013-08-07
0.38,2013-05-01,2013-05-13,Regular Cash,2013-05-29,Quarter,2013-05-15
0.38,2012-11-29,2012-12-12,Regular Cash,2012-12-28,Quarter,2012-12-14
0.32,2012-10-31,2012-11-09,Regular Cash,2012-11-29,Quarter,2012-11-14
0.32,2012-07-30,2012-08-10,Regular Cash,2012-08-29,Quarter,2012-08-14
0.25,2012-04-17,2012-04-30,Regular Cash,2012-05-17,Quarter,2012-05-02
0.25,2012-01-26,2012-02-13,Regular Cash,2012-03-01,Quarter,2012-02-15
0.18,2011-10-20,2011-11-01,Regular Cash,2011-11-18,Quarter,2011-11-03
0.18,2011-07-20,2011-08-03,Regular Cash,2011-08-26,Quarter,2011-08-05
0.18,2011-04-07,2011-04-28,Regular Cash,2011-06-01,Quarter,2011-05-02
