Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.34,2017-10-19,2017-11-20,Regular Cash,2017-12-05,Quarter,2017-11-21
0.34,2017-07-20,2017-08-22,Regular Cash,2017-09-07,Quarter,2017-08-24
0.34,2017-04-25,2017-05-31,Regular Cash,2017-06-16,Quarter,2017-06-02
0.31,2017-02-16,2017-02-28,Regular Cash,2017-03-16,Quarter,2017-03-02
0.31,2016-10-20,2016-11-18,Regular Cash,2016-12-06,Quarter,2016-11-22
0.31,2016-07-22,2016-08-23,Regular Cash,2016-09-08,Quarter,2016-08-25
0.31,2016-04-20,2016-05-31,Regular Cash,2016-06-16,Quarter,2016-06-02
0.28,2016-02-18,2016-03-01,Regular Cash,2016-03-17,Quarter,2016-03-03
0.28,2015-10-29,2015-11-20,Regular Cash,2015-12-08,Quarter,2015-11-24
0.28,2015-07-23,2015-08-25,Regular Cash,2015-09-10,Quarter,2015-08-27
0.28,2015-04-22,2015-06-02,Regular Cash,2015-06-18,Quarter,2015-06-04
0.25,2015-02-19,2015-03-03,Regular Cash,2015-03-19,Quarter,2015-03-05
0.25,2014-10-30,2014-11-21,Regular Cash,2014-12-09,Quarter,2014-11-25
0.25,2014-07-24,2014-08-26,Regular Cash,2014-09-11,Quarter,2014-08-28
0.25,2014-05-01,2014-06-03,Regular Cash,2014-06-19,Quarter,2014-06-05
0.2,2014-02-20,2014-03-04,Regular Cash,2014-03-20,Quarter,2014-03-06
0.2,2013-10-22,2013-11-21,Regular Cash,2013-12-09,Quarter,2013-11-25
0.2,2013-07-25,2013-08-26,Regular Cash,2013-09-11,Quarter,2013-08-28
0.16,2013-05-02,2013-06-03,Regular Cash,2013-06-19,Quarter,2013-06-05
0.16,2013-02-11,2013-03-04,Regular Cash,2013-03-20,Quarter,2013-03-06
