Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.195,2014-10-06,2014-10-29,Regular Cash,2014-11-14,Quarter,2014-10-31
0.195,2014-06-19,2014-07-30,Regular Cash,2014-08-15,Quarter,2014-08-01
0.195,2014-03-20,2014-04-30,Regular Cash,2014-05-16,Quarter,2014-05-02
0.195,2013-12-05,2014-01-29,Regular Cash,2014-02-14,Quarter,2014-01-31
0.195,2013-09-26,2013-10-30,Regular Cash,2013-11-15,Quarter,2013-11-01
0.165,2013-06-17,2013-07-31,Regular Cash,2013-08-16,Quarter,2013-08-02
0.165,2013-03-27,2013-05-01,Regular Cash,2013-05-17,Quarter,2013-05-03
0.165,2012-12-10,2012-12-17,Regular Cash,2012-12-31,Quarter,2012-12-19
0.165,2012-09-27,2012-10-24,Regular Cash,2012-11-09,Quarter,2012-10-26
0.165,2012-06-18,2012-07-25,Regular Cash,2012-08-10,Quarter,2012-07-27
0.14,2012-03-15,2012-04-25,Regular Cash,2012-05-11,Quarter,2012-04-27
0.14,2011-12-08,2012-01-25,Regular Cash,2012-02-10,Quarter,2012-01-27
0.14,2011-09-27,2011-10-26,Regular Cash,2011-11-11,Quarter,2011-10-28
0.14,2011-06-17,2011-07-27,Regular Cash,2011-08-12,Quarter,2011-07-29
0.125,2011-03-24,2011-04-27,Regular Cash,2011-05-13,Quarter,2011-04-29
0.125,2011-01-10,2011-01-26,Regular Cash,2011-02-11,Quarter,2011-01-28
0.125,2010-10-01,2010-10-27,Regular Cash,2010-11-12,Quarter,2010-10-29
0.125,2010-06-21,2010-07-28,Regular Cash,2010-08-13,Quarter,2010-07-30
0.1,2010-03-23,2010-04-28,Regular Cash,2010-05-14,Quarter,2010-04-30
0.1,2009-12-17,2010-01-27,Regular Cash,2010-02-12,Quarter,2010-01-29
