Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.28,2017-10-25,2017-12-29,Regular Cash,2018-01-16,Quarter,2018-01-02
0.27,2017-07-26,2017-10-03,Regular Cash,2017-10-16,Quarter,2017-10-04
0.27,2017-04-26,2017-07-03,Regular Cash,2017-07-17,Quarter,2017-07-06
0.27,2017-02-02,2017-04-03,Regular Cash,2017-04-17,Quarter,2017-04-05
0.27,2016-10-27,2016-12-29,Regular Cash,2017-01-17,Quarter,2017-01-03
0.255,2016-07-27,2016-10-03,Regular Cash,2016-10-17,Quarter,2016-10-05
0.255,2016-04-27,2016-07-01,Regular Cash,2016-07-15,Quarter,2016-07-06
0.255,2016-02-02,2016-04-01,Regular Cash,2016-04-15,Quarter,2016-04-05
0.255,2015-11-04,2015-12-30,Regular Cash,2016-01-15,Quarter,2016-01-04
0.24,2015-07-28,2015-10-01,Regular Cash,2015-10-15,Quarter,2015-10-05
0.24,2015-05-06,2015-07-01,Regular Cash,2015-07-15,Quarter,2015-07-06
0.24,2015-02-05,2015-04-01,Regular Cash,2015-04-15,Quarter,2015-04-06
0.24,2014-10-28,2014-12-30,Regular Cash,2015-01-15,Quarter,2015-01-02
0.225,2014-07-29,2014-10-01,Regular Cash,2014-10-15,Quarter,2014-10-03
0.225,2014-05-07,2014-07-01,Regular Cash,2014-07-15,Quarter,2014-07-03
0.225,2014-02-05,2014-04-01,Regular Cash,2014-04-15,Quarter,2014-04-03
0.225,2013-10-29,2013-12-30,Regular Cash,2014-01-15,Quarter,2014-01-02
0.21,2013-07-30,2013-10-01,Regular Cash,2013-10-15,Quarter,2013-10-03
0.21,2013-05-01,2013-07-01,Regular Cash,2013-07-15,Quarter,2013-07-03
0.21,2013-02-05,2013-04-01,Regular Cash,2013-04-15,Quarter,2013-04-03
0.21,2012-10-30,2012-12-28,Regular Cash,2013-01-15,Quarter,2013-01-02
0.19,2012-08-15,2012-10-01,Regular Cash,2012-10-15,Quarter,2012-10-03
0.19,2012-05-02,2012-07-02,Regular Cash,2012-07-16,Quarter,2012-07-05
0.19,2012-02-08,2012-04-02,Regular Cash,2012-04-16,Quarter,2012-04-04
0.19,2011-11-02,2011-12-30,Regular Cash,2012-01-17,Quarter,2012-01-04
0.18,2011-07-26,2011-10-03,Regular Cash,2011-10-17,Quarter,2011-10-05
0.18,2011-05-04,2011-07-01,Regular Cash,2011-07-15,Quarter,2011-07-06
0.18,2011-02-09,2011-04-01,Regular Cash,2011-04-15,Quarter,2011-04-05
0.18,2010-11-02,2010-12-30,Regular Cash,2011-01-18,Quarter,2011-01-03
0.16,2010-07-27,2010-10-01,Regular Cash,2010-10-15,Quarter,2010-10-05
0.16,2010-05-05,2010-06-29,Regular Cash,2010-07-15,Quarter,2010-07-01
0.16,2010-02-03,2010-03-31,Regular Cash,2010-04-15,Quarter,2010-04-05
