Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.66,2017-10-25,2017-11-09,Regular Cash,2017-12-01,Quarter,2017-11-10
0.66,2017-08-17,2017-08-24,Regular Cash,2017-09-08,Quarter,2017-08-28
0.66,2017-04-20,2017-05-08,Regular Cash,2017-06-02,Quarter,2017-05-10
0.66,2017-01-26,2017-02-08,Regular Cash,2017-03-03,Quarter,2017-02-10
0.63,2016-10-26,2016-11-08,Regular Cash,2016-12-02,Quarter,2016-11-10
0.63,2016-08-18,2016-08-25,Regular Cash,2016-09-09,Quarter,2016-08-29
0.63,2016-04-22,2016-05-06,Regular Cash,2016-06-03,Quarter,2016-05-10
0.63,2016-01-21,2016-02-08,Regular Cash,2016-03-04,Quarter,2016-02-10
0.63,2015-10-28,2015-11-06,Regular Cash,2015-12-04,Quarter,2015-11-10
0.63,2015-08-13,2015-08-26,Regular Cash,2015-09-11,Quarter,2015-08-28
0.63,2015-04-22,2015-05-06,Regular Cash,2015-06-05,Quarter,2015-05-08
0.63,2015-01-22,2015-02-06,Regular Cash,2015-03-06,Quarter,2015-02-10
0.63,2014-10-22,2014-11-06,Regular Cash,2014-12-05,Quarter,2014-11-10
0.48,2014-08-14,2014-08-26,Regular Cash,2014-09-12,Quarter,2014-08-28
0.48,2014-04-25,2014-05-07,Regular Cash,2014-06-06,Quarter,2014-05-09
0.48,2014-01-30,2014-02-06,Regular Cash,2014-03-07,Quarter,2014-02-10
0.45,2013-10-23,2013-11-06,Regular Cash,2013-12-06,Quarter,2013-11-08
0.45,2013-08-15,2013-08-23,Regular Cash,2013-09-06,Quarter,2013-08-27
0.45,2013-04-25,2013-05-08,Regular Cash,2013-06-07,Quarter,2013-05-10
0.43,2013-01-25,2013-02-06,Regular Cash,2013-03-01,Quarter,2013-02-08
0.41,2012-10-24,2012-11-07,Regular Cash,2012-12-07,Quarter,2012-11-09
0.41,2012-08-16,2012-08-24,Regular Cash,2012-09-07,Quarter,2012-08-28
0.41,2012-04-24,2012-05-08,Regular Cash,2012-06-01,Quarter,2012-05-10
0.39,2012-01-26,2012-02-08,Regular Cash,2012-03-02,Quarter,2012-02-10
0.37,2011-10-26,2011-11-08,Regular Cash,2011-12-02,Quarter,2011-11-10
0.37,2011-08-18,2011-08-25,Regular Cash,2011-09-09,Quarter,2011-08-29
0.37,2011-04-27,2011-05-06,Regular Cash,2011-06-03,Quarter,2011-05-10
0.32,2011-01-27,2011-02-08,Regular Cash,2011-03-04,Quarter,2011-02-10
0.29,2010-10-28,2010-11-08,Regular Cash,2010-12-03,Quarter,2010-11-10
0.27,2010-08-12,2010-08-19,Regular Cash,2010-09-03,Quarter,2010-08-23
0.26,2010-04-15,2010-05-18,Regular Cash,2010-06-04,Quarter,2010-05-20
0.25,2010-01-28,2010-02-16,Regular Cash,2010-03-05,Quarter,2010-02-18
