Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.395,2017-11-17,2017-12-07,Regular Cash,2018-01-02,Quarter,2017-12-08
0.395,2017-08-25,2017-09-07,Regular Cash,2017-10-02,Quarter,2017-09-08
0.395,2017-05-17,2017-06-07,Regular Cash,2017-07-03,Quarter,2017-06-09
0.395,2017-02-01,2017-03-08,Regular Cash,2017-04-03,Quarter,2017-03-10
0.38,2016-11-18,2016-12-07,Regular Cash,2017-01-03,Quarter,2016-12-09
0.38,2016-08-26,2016-09-07,Regular Cash,2016-10-03,Quarter,2016-09-09
0.38,2016-05-25,2016-06-08,Regular Cash,2016-07-01,Quarter,2016-06-10
0.38,2016-02-04,2016-03-08,Regular Cash,2016-04-01,Quarter,2016-03-10
0.3775,2015-11-20,2015-12-08,Regular Cash,2016-01-04,Quarter,2015-12-10
0.3775,2015-08-03,2015-09-08,Regular Cash,2015-10-01,Quarter,2015-09-10
0.3725,2015-05-20,2015-06-08,Regular Cash,2015-07-01,Quarter,2015-06-10
0.1249,2014-06-10,2015-06-02,Spinoff,2015-06-01,None,2015-05-20
0.3725,2015-02-27,2015-03-06,Regular Cash,2015-04-01,Quarter,2015-03-10
0.3725,2014-11-21,2014-12-08,Regular Cash,2015-01-02,Quarter,2014-12-10
0.3725,2014-08-22,2014-09-08,Regular Cash,2014-10-01,Quarter,2014-09-10
0.3725,2014-05-21,2014-06-06,Regular Cash,2014-07-01,Quarter,2014-06-10
0.3725,2014-02-06,2014-03-06,Regular Cash,2014-04-01,Quarter,2014-03-10
0.3675,2013-11-22,2013-12-06,Regular Cash,2014-01-02,Quarter,2013-12-10
0.3675,2013-08-23,2013-09-06,Regular Cash,2013-10-01,Quarter,2013-09-10
0.3675,2013-05-15,2013-06-06,Regular Cash,2013-07-01,Quarter,2013-06-10
0.3675,2013-02-14,2013-03-06,Regular Cash,2013-04-01,Quarter,2013-03-08
0.36,2012-11-16,2012-12-06,Regular Cash,2013-01-02,Quarter,2012-12-10
0.36,2012-08-24,2012-09-06,Regular Cash,2012-10-01,Quarter,2012-09-10
0.36,2012-05-16,2012-06-06,Regular Cash,2012-07-02,Quarter,2012-06-08
0.36,2012-02-10,2012-03-07,Regular Cash,2012-04-02,Quarter,2012-03-09
0.35,2011-11-18,2011-12-07,Regular Cash,2012-01-03,Quarter,2011-12-09
0.35,2011-08-26,2011-09-07,Regular Cash,2011-10-03,Quarter,2011-09-09
0.35,2011-05-18,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.35,2011-02-25,2011-03-08,Regular Cash,2011-04-01,Quarter,2011-03-10
0.35,2010-11-19,2010-12-08,Regular Cash,2011-01-03,Quarter,2010-12-10
0.35,2010-08-27,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.35,2010-05-19,2010-06-08,Regular Cash,2010-07-01,Quarter,2010-06-10
0.35,2010-02-26,2010-03-08,Regular Cash,2010-04-01,Quarter,2010-03-10
