Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.2,2017-11-15,2018-01-04,Regular Cash,2018-01-24,Quarter,2018-01-05
0.2,2017-08-16,2017-10-05,Regular Cash,2017-10-25,Quarter,2017-10-06
0.2,2017-05-24,2017-07-05,Regular Cash,2017-07-26,Quarter,2017-07-07
0.19,2017-02-15,2017-04-05,Regular Cash,2017-04-26,Quarter,2017-04-07
0.19,2016-11-16,2017-01-04,Regular Cash,2017-01-25,Quarter,2017-01-06
0.19,2016-08-17,2016-10-05,Regular Cash,2016-10-26,Quarter,2016-10-07
0.19,2016-05-25,2016-07-14,Regular Cash,2016-07-27,Quarter,2016-07-18
0.18,2016-02-17,2016-04-06,Regular Cash,2016-04-27,Quarter,2016-04-08
0.18,2015-11-18,2016-01-06,Regular Cash,2016-01-20,Quarter,2016-01-08
0.18,2015-08-19,2015-10-07,Regular Cash,2015-10-21,Quarter,2015-10-09
0.18,2015-05-20,2015-07-08,Regular Cash,2015-07-23,Quarter,2015-07-10
0.165,2015-02-11,2015-04-08,Regular Cash,2015-04-23,Quarter,2015-04-10
0.165,2014-11-12,2015-01-07,Regular Cash,2015-01-22,Quarter,2015-01-09
0.165,2014-08-13,2014-10-08,Regular Cash,2014-10-22,Quarter,2014-10-10
0.165,2014-05-21,2014-07-08,Regular Cash,2014-07-22,Quarter,2014-07-10
0.15,2014-02-12,2014-04-08,Regular Cash,2014-04-22,Quarter,2014-04-10
0.15,2013-11-13,2014-01-07,Regular Cash,2014-01-22,Quarter,2014-01-09
0.15,2013-08-14,2013-10-17,Regular Cash,2013-10-25,Quarter,2013-10-21
0.15,2013-05-21,2013-07-09,Regular Cash,2013-07-23,Quarter,2013-07-11
