Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.49,2017-12-20,2018-01-09,Regular Cash,2018-02-01,Quarter,2018-01-10
0.49,2017-09-26,2017-10-06,Regular Cash,2017-11-01,Quarter,2017-10-10
0.49,2017-06-28,2017-07-06,Regular Cash,2017-08-01,Quarter,2017-07-10
0.48,2017-03-14,2017-04-06,Regular Cash,2017-05-01,Quarter,2017-04-10
0.48,2016-12-13,2017-01-06,Regular Cash,2017-02-01,Quarter,2017-01-10
0.48,2016-09-27,2016-10-05,Regular Cash,2016-11-01,Quarter,2016-10-10
0.48,2016-06-29,2016-07-07,Regular Cash,2016-08-01,Quarter,2016-07-11
0.46,2016-03-08,2016-04-07,Regular Cash,2016-05-02,Quarter,2016-04-11
0.44,2015-12-15,2016-01-07,Regular Cash,2016-02-01,Quarter,2016-01-11
0.44,2015-09-29,2015-10-07,Regular Cash,2015-11-02,Quarter,2015-10-12
0.44,2015-06-30,2015-07-08,Regular Cash,2015-08-03,Quarter,2015-07-10
0.44,2015-03-10,2015-04-08,Regular Cash,2015-05-01,Quarter,2015-04-10
0.41,2014-12-16,2015-01-08,Regular Cash,2015-02-02,Quarter,2015-01-12
0.41,2014-09-23,2014-10-08,Regular Cash,2014-11-03,Quarter,2014-10-10
0.41,2014-06-24,2014-07-08,Regular Cash,2014-08-01,Quarter,2014-07-10
0.41,2014-03-11,2014-04-08,Regular Cash,2014-05-01,Quarter,2014-04-10
0.38,2013-12-10,2014-01-08,Regular Cash,2014-02-03,Quarter,2014-01-10
0.38,2013-09-24,2013-10-08,Regular Cash,2013-11-01,Quarter,2013-10-10
0.38,2013-03-12,2013-07-08,Regular Cash,2013-08-01,Quarter,2013-07-10
0.33,2013-03-12,2013-04-08,Regular Cash,2013-05-01,Quarter,2013-04-10
0.33,2012-12-11,2013-01-08,Regular Cash,2013-02-01,Quarter,2013-01-10
0.33,2012-09-24,2012-10-05,Regular Cash,2012-11-01,Quarter,2012-10-10
0.33,2012-06-26,2012-07-06,Regular Cash,2012-08-01,Quarter,2012-07-10
0.305,2012-03-13,2012-04-05,Regular Cash,2012-05-01,Quarter,2012-04-10
0.305,2011-12-13,2012-01-06,Regular Cash,2012-02-01,Quarter,2012-01-10
0.305,2011-09-26,2011-10-05,Regular Cash,2011-11-01,Quarter,2011-10-10
0.305,2011-06-28,2011-07-07,Regular Cash,2011-08-01,Quarter,2011-07-11
0.28,2011-03-15,2011-04-07,Regular Cash,2011-05-02,Quarter,2011-04-11
0.28,2010-12-13,2011-01-06,Regular Cash,2011-02-01,Quarter,2011-01-10
0.28,2010-09-27,2010-10-06,Regular Cash,2010-11-01,Quarter,2010-10-11
0.28,2010-06-28,2010-07-08,Regular Cash,2010-08-02,Quarter,2010-07-12
2.0,2010-05-03,2010-06-09,Stock Split,2010-06-08,None,2010-05-28
0.245,2010-03-15,2010-04-08,Regular Cash,2010-05-03,Quarter,2010-04-12
0.245,2009-12-14,2010-01-07,Regular Cash,2010-02-01,Quarter,2010-01-11
