Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.82,2017-11-06,2017-11-16,Regular Cash,2017-12-08,Quarter,2017-11-17
0.71,2017-08-03,2017-08-16,Regular Cash,2017-09-08,Quarter,2017-08-18
0.71,2017-04-27,2017-05-17,Regular Cash,2017-06-09,Quarter,2017-05-19
0.71,2017-02-09,2017-02-22,Regular Cash,2017-03-10,Quarter,2017-02-24
0.71,2016-11-03,2016-11-16,Regular Cash,2016-12-09,Quarter,2016-11-18
0.61,2016-08-04,2016-08-17,Regular Cash,2016-09-09,Quarter,2016-08-19
0.61,2016-04-28,2016-05-18,Regular Cash,2016-06-10,Quarter,2016-05-20
0.61,2016-02-11,2016-02-23,Regular Cash,2016-03-10,Quarter,2016-02-25
0.61,2015-11-09,2015-11-20,Regular Cash,2015-12-10,Quarter,2015-11-24
0.53,2015-08-06,2015-08-21,Regular Cash,2015-09-10,Quarter,2015-08-25
0.53,2015-04-30,2015-05-18,Regular Cash,2015-06-10,Quarter,2015-05-20
0.53,2015-02-12,2015-02-20,Regular Cash,2015-03-10,Quarter,2015-02-24
0.53,2014-11-06,2014-11-20,Regular Cash,2014-12-10,Quarter,2014-11-24
0.44,2014-08-07,2014-08-21,Regular Cash,2014-09-10,Quarter,2014-08-25
0.44,2014-04-24,2014-05-16,Regular Cash,2014-06-10,Quarter,2014-05-20
0.44,2014-02-13,2014-02-20,Regular Cash,2014-03-10,Quarter,2014-02-24
0.44,2013-11-08,2013-11-20,Regular Cash,2013-12-10,Quarter,2013-11-22
0.38,2013-08-01,2013-08-21,Regular Cash,2013-09-10,Quarter,2013-08-23
0.38,2013-04-25,2013-05-16,Regular Cash,2013-06-10,Quarter,2013-05-20
0.38,2013-02-13,2013-02-26,Regular Cash,2013-03-11,Quarter,2013-02-28
0.38,2012-11-01,2012-11-15,Regular Cash,2012-12-10,Quarter,2012-11-19
0.34,2012-08-02,2012-08-16,Regular Cash,2012-09-10,Quarter,2012-08-20
0.34,2012-04-26,2012-05-17,Regular Cash,2012-06-11,Quarter,2012-05-21
0.34,2012-02-08,2012-02-22,Regular Cash,2012-03-09,Quarter,2012-02-24
0.34,2011-11-04,2011-11-16,Regular Cash,2011-12-09,Quarter,2011-11-18
0.32,2011-08-04,2011-08-18,Regular Cash,2011-09-09,Quarter,2011-08-22
0.32,2011-04-28,2011-05-18,Regular Cash,2011-06-10,Quarter,2011-05-20
0.32,2011-02-09,2011-02-22,Regular Cash,2011-03-10,Quarter,2011-02-24
0.32,2010-11-04,2010-11-17,Regular Cash,2010-12-10,Quarter,2010-11-19
0.3,2010-08-05,2010-08-18,Regular Cash,2010-09-10,Quarter,2010-08-20
0.3,2010-04-22,2010-05-18,Regular Cash,2010-06-10,Quarter,2010-05-20
0.3,2010-02-10,2010-02-23,Regular Cash,2010-03-10,Quarter,2010-02-25
