Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.25,2017-12-06,2017-12-15,Regular Cash,2017-12-29,Quarter,2017-12-18
0.25,2017-09-06,2017-09-15,Regular Cash,2017-09-29,Quarter,2017-09-18
0.25,2017-06-06,2017-06-14,Regular Cash,2017-06-30,Quarter,2017-06-16
0.25,2017-03-01,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.25,2016-12-07,2016-12-15,Regular Cash,2016-12-30,Quarter,2016-12-19
0.25,2016-09-07,2016-09-15,Regular Cash,2016-09-30,Quarter,2016-09-19
0.25,2016-06-01,2016-06-14,Regular Cash,2016-06-30,Quarter,2016-06-16
0.25,2016-03-02,2016-03-15,Regular Cash,2016-03-31,Quarter,2016-03-17
0.25,2015-12-02,2015-12-15,Regular Cash,2015-12-31,Quarter,2015-12-17
0.25,2015-09-09,2015-09-17,Regular Cash,2015-09-30,Quarter,2015-09-21
0.25,2015-06-03,2015-06-12,Regular Cash,2015-06-30,Quarter,2015-06-16
0.25,2015-03-04,2015-03-17,Regular Cash,2015-03-31,Quarter,2015-03-19
0.25,2014-12-03,2014-12-15,Regular Cash,2014-12-31,Quarter,2014-12-17
0.25,2014-09-03,2014-09-12,Regular Cash,2014-09-30,Quarter,2014-09-16
0.25,2014-06-04,2014-06-12,Regular Cash,2014-06-30,Quarter,2014-06-16
0.25,2014-03-05,2014-03-18,Regular Cash,2014-03-31,Quarter,2014-03-20
0.25,2013-12-04,2013-12-13,Regular Cash,2013-12-31,Quarter,2013-12-17
0.25,2013-09-04,2013-09-12,Regular Cash,2013-09-30,Quarter,2013-09-16
0.1,2013-06-05,2013-06-13,Regular Cash,2013-06-28,Quarter,2013-06-17
0.1,2013-03-04,2013-03-13,Regular Cash,2013-03-29,Quarter,2013-03-15
0.1,2012-12-05,2012-12-13,Regular Cash,2012-12-31,Quarter,2012-12-17
0.1,2012-09-05,2012-09-13,Regular Cash,2012-09-28,Quarter,2012-09-17
0.1,2012-06-06,2012-06-14,Regular Cash,2012-06-29,Quarter,2012-06-18
0.1,2012-03-07,2012-03-14,Regular Cash,2012-03-30,Quarter,2012-03-16
0.1,2011-12-07,2011-12-16,Regular Cash,2012-01-03,Quarter,2011-12-20
0.1,2011-09-08,2011-09-15,Regular Cash,2011-09-30,Quarter,2011-09-19
0.1,2011-06-01,2011-06-14,Regular Cash,2011-06-30,Quarter,2011-06-16
0.1,2011-03-02,2011-03-10,Regular Cash,2011-03-31,Quarter,2011-03-14
0.1,2010-12-01,2010-12-16,Regular Cash,2011-01-03,Quarter,2010-12-20
0.1,2010-09-08,2010-09-16,Regular Cash,2010-09-30,Quarter,2010-09-20
0.1,2010-06-03,2010-06-14,Regular Cash,2010-06-30,Quarter,2010-06-16
0.1,2010-03-03,2010-03-11,Regular Cash,2010-03-31,Quarter,2010-03-15
