Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.1,2018-01-25,2018-02-05,Regular Cash,2018-02-20,Quarter,2018-02-06
0.1,2017-10-26,2017-11-10,Regular Cash,2017-11-27,Quarter,2017-11-13
0.1,2017-07-28,2017-08-10,Regular Cash,2017-08-28,Quarter,2017-08-14
0.1,2017-04-27,2017-05-12,Regular Cash,2017-05-30,Quarter,2017-05-16
0.1,2017-01-27,2017-02-09,Regular Cash,2017-02-27,Quarter,2017-02-13
0.1,2016-10-20,2016-11-03,Regular Cash,2016-11-21,Quarter,2016-11-07
0.1,2016-07-22,2016-08-03,Regular Cash,2016-08-19,Quarter,2016-08-05
0.1,2016-04-22,2016-05-02,Regular Cash,2016-05-18,Quarter,2016-05-04
0.1,2016-01-29,2016-02-08,Regular Cash,2016-02-24,Quarter,2016-02-10
0.1,2015-10-23,2015-11-03,Regular Cash,2015-11-19,Quarter,2015-11-05
0.1,2015-07-24,2015-08-06,Regular Cash,2015-08-24,Quarter,2015-08-10
0.1,2015-04-24,2015-04-30,Regular Cash,2015-05-18,Quarter,2015-05-04
0.1,2015-01-27,2015-02-05,Regular Cash,2015-02-23,Quarter,2015-02-09
0.1,2014-10-23,2014-10-30,Regular Cash,2014-11-17,Quarter,2014-11-03
0.1,2014-07-24,2014-07-31,Regular Cash,2014-08-18,Quarter,2014-08-04
