Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.42,2017-09-19,2017-11-15,Regular Cash,2017-12-14,Quarter,2017-11-16
0.39,2017-06-13,2017-08-15,Regular Cash,2017-09-14,Quarter,2017-08-17
0.39,2017-03-14,2017-05-16,Regular Cash,2017-06-08,Quarter,2017-05-18
0.39,2016-11-30,2017-02-14,Regular Cash,2017-03-09,Quarter,2017-02-16
0.39,2016-09-20,2016-11-15,Regular Cash,2016-12-08,Quarter,2016-11-17
0.36,2016-06-14,2016-08-16,Regular Cash,2016-09-08,Quarter,2016-08-18
0.36,2016-03-15,2016-05-17,Regular Cash,2016-06-09,Quarter,2016-05-19
0.36,2015-12-02,2016-02-16,Regular Cash,2016-03-10,Quarter,2016-02-18
0.36,2015-09-15,2015-11-17,Regular Cash,2015-12-10,Quarter,2015-11-19
0.31,2015-06-09,2015-08-18,Regular Cash,2015-09-10,Quarter,2015-08-20
0.31,2015-03-10,2015-05-19,Regular Cash,2015-06-11,Quarter,2015-05-21
0.31,2014-12-03,2015-02-17,Regular Cash,2015-03-12,Quarter,2015-02-19
0.31,2014-09-16,2014-11-18,Regular Cash,2014-12-11,Quarter,2014-11-20
0.28,2014-06-10,2014-08-19,Regular Cash,2014-09-11,Quarter,2014-08-21
0.28,2014-03-11,2014-05-13,Regular Cash,2014-06-12,Quarter,2014-05-15
0.28,2013-11-19,2014-02-18,Regular Cash,2014-03-13,Quarter,2014-02-20
0.28,2013-09-17,2013-11-19,Regular Cash,2013-12-12,Quarter,2013-11-21
0.23,2013-06-12,2013-08-13,Regular Cash,2013-09-12,Quarter,2013-08-15
0.23,2013-03-11,2013-05-14,Regular Cash,2013-06-13,Quarter,2013-05-16
0.23,2012-11-28,2013-02-19,Regular Cash,2013-03-14,Quarter,2013-02-21
0.23,2012-09-18,2012-11-13,Regular Cash,2012-12-13,Quarter,2012-11-15
0.2,2012-06-13,2012-08-14,Regular Cash,2012-09-13,Quarter,2012-08-16
0.2,2012-03-13,2012-05-15,Regular Cash,2012-06-14,Quarter,2012-05-17
0.2,2011-12-14,2012-02-14,Regular Cash,2012-03-08,Quarter,2012-02-16
0.2,2011-09-20,2011-11-15,Regular Cash,2011-12-08,Quarter,2011-11-17
0.16,2011-06-15,2011-08-16,Regular Cash,2011-09-08,Quarter,2011-08-18
0.16,2011-03-14,2011-05-17,Regular Cash,2011-06-09,Quarter,2011-05-19
0.16,2010-12-15,2011-02-15,Regular Cash,2011-03-10,Quarter,2011-02-17
0.16,2010-09-21,2010-11-16,Regular Cash,2010-12-09,Quarter,2010-11-18
0.13,2010-06-16,2010-08-17,Regular Cash,2010-09-09,Quarter,2010-08-19
0.13,2010-03-08,2010-05-18,Regular Cash,2010-06-10,Quarter,2010-05-20
0.13,2009-12-09,2010-02-16,Regular Cash,2010-03-11,Quarter,2010-02-18
