Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.75,2017-10-17,2017-11-16,Regular Cash,2017-12-15,Quarter,2017-11-17
0.75,2017-07-19,2017-08-15,Regular Cash,2017-09-15,Quarter,2017-08-17
0.75,2017-05-09,2017-05-17,Regular Cash,2017-06-15,Quarter,2017-05-19
0.75,2017-02-13,2017-02-27,Regular Cash,2017-03-15,Quarter,2017-03-01
0.7,2016-10-18,2016-11-15,Regular Cash,2016-12-15,Quarter,2016-11-17
0.7,2016-06-21,2016-08-15,Regular Cash,2016-09-15,Quarter,2016-08-17
0.7,2016-05-03,2016-05-13,Regular Cash,2016-06-15,Quarter,2016-05-17
0.7,2016-02-09,2016-02-26,Regular Cash,2016-03-15,Quarter,2016-03-01
0.65,2015-10-20,2015-11-12,Regular Cash,2015-12-15,Quarter,2015-11-16
0.65,2015-06-10,2015-08-13,Regular Cash,2015-09-15,Quarter,2015-08-17
0.65,2015-05-05,2015-05-14,Regular Cash,2015-06-15,Quarter,2015-05-18
0.65,2015-02-10,2015-02-26,Regular Cash,2015-03-16,Quarter,2015-03-02
0.6,2014-10-20,2014-11-13,Regular Cash,2014-12-15,Quarter,2014-11-17
0.6,2014-06-24,2014-08-14,Regular Cash,2014-09-15,Quarter,2014-08-18
0.6,2014-05-06,2014-05-15,Regular Cash,2014-06-16,Quarter,2014-05-19
0.6,2014-02-11,2014-02-27,Regular Cash,2014-03-17,Quarter,2014-03-03
0.55,2013-10-22,2013-11-14,Regular Cash,2013-12-16,Quarter,2013-11-18
0.55,2013-06-19,2013-08-15,Regular Cash,2013-09-16,Quarter,2013-08-19
0.55,2013-04-30,2013-05-15,Regular Cash,2013-06-17,Quarter,2013-05-17
0.55,2013-02-05,2013-02-27,Regular Cash,2013-03-15,Quarter,2013-03-01
0.5,2012-10-24,2012-11-15,Regular Cash,2012-12-17,Quarter,2012-11-19
0.5,2012-06-26,2012-08-15,Regular Cash,2012-09-17,Quarter,2012-08-17
0.166667,2011-07-28,2012-07-18,Spinoff,2012-07-17,None,2012-07-16
0.5,2012-04-24,2012-05-15,Regular Cash,2012-06-15,Quarter,2012-05-17
0.5,2012-02-07,2012-02-28,Regular Cash,2012-03-15,Quarter,2012-03-01
0.45,2011-10-11,2011-11-15,Regular Cash,2011-12-15,Quarter,2011-11-17
0.45,2011-07-12,2011-08-15,Regular Cash,2011-09-15,Quarter,2011-08-17
0.45,2011-04-26,2011-05-13,Regular Cash,2011-06-15,Quarter,2011-05-17
0.45,2011-02-08,2011-02-25,Regular Cash,2011-03-15,Quarter,2011-03-01
0.4,2010-10-26,2010-11-15,Regular Cash,2010-12-15,Quarter,2010-11-17
0.4,2010-07-13,2010-08-13,Regular Cash,2010-09-15,Quarter,2010-08-17
0.4,2010-04-27,2010-05-13,Regular Cash,2010-06-15,Quarter,2010-05-17
0.4,2010-02-02,2010-02-25,Regular Cash,2010-03-15,Quarter,2010-03-01
