Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.6,2017-10-24,2017-11-02,Regular Cash,2017-11-17,Quarter,2017-11-03
0.6,2017-07-25,2017-08-02,Regular Cash,2017-08-18,Quarter,2017-08-04
0.6,2017-04-25,2017-05-03,Regular Cash,2017-05-19,Quarter,2017-05-05
0.6,2017-02-22,2017-03-02,Regular Cash,2017-03-17,Quarter,2017-03-06
0.57,2016-10-25,2016-11-03,Regular Cash,2016-11-18,Quarter,2016-11-07
0.57,2016-07-26,2016-08-03,Regular Cash,2016-08-19,Quarter,2016-08-05
0.57,2016-04-26,2016-05-04,Regular Cash,2016-05-20,Quarter,2016-05-06
0.57,2016-02-24,2016-03-03,Regular Cash,2016-03-18,Quarter,2016-03-07
0.55,2015-10-27,2015-11-05,Regular Cash,2015-11-20,Quarter,2015-11-09
0.55,2015-07-21,2015-07-30,Regular Cash,2015-08-21,Quarter,2015-08-03
0.55,2015-04-21,2015-04-30,Regular Cash,2015-05-22,Quarter,2015-05-04
0.55,2015-02-25,2015-03-05,Regular Cash,2015-03-20,Quarter,2015-03-09
0.49,2014-10-21,2014-11-12,Regular Cash,2014-11-28,Quarter,2014-11-14
0.49,2014-07-22,2014-07-31,Regular Cash,2014-08-22,Quarter,2014-08-04
0.49,2014-04-22,2014-05-01,Regular Cash,2014-05-23,Quarter,2014-05-05
0.49,2014-02-26,2014-03-06,Regular Cash,2014-03-21,Quarter,2014-03-10
0.42,2013-10-22,2013-10-31,Regular Cash,2013-11-22,Quarter,2013-11-04
0.42,2013-07-24,2013-08-01,Regular Cash,2013-08-23,Quarter,2013-08-05
0.42,2013-04-24,2013-05-02,Regular Cash,2013-05-24,Quarter,2013-05-06
0.42,2013-02-27,2013-03-07,Regular Cash,2013-03-22,Quarter,2013-03-11
0.38,2012-09-26,2012-10-04,Regular Cash,2012-10-19,Quarter,2012-10-09
0.38,2012-07-25,2012-08-02,Regular Cash,2012-08-24,Quarter,2012-08-06
0.38,2012-04-25,2012-05-03,Regular Cash,2012-05-25,Quarter,2012-05-07
0.38,2012-01-26,2012-02-02,Regular Cash,2012-02-24,Quarter,2012-02-06
0.34,2011-10-26,2011-11-03,Regular Cash,2011-11-25,Quarter,2011-11-07
0.34,2011-07-27,2011-08-04,Regular Cash,2011-08-26,Quarter,2011-08-08
0.34,2011-04-27,2011-05-05,Regular Cash,2011-05-27,Quarter,2011-05-09
2.0,2011-01-27,2011-03-01,Stock Split,2011-02-28,None,2011-02-07
0.34,2011-01-27,2011-02-03,Regular Cash,2011-02-25,Quarter,2011-02-07
0.29,2010-10-27,2010-11-04,Regular Cash,2010-11-26,Quarter,2010-11-08
0.29,2010-07-21,2010-08-05,Regular Cash,2010-08-27,Quarter,2010-08-09
0.25,2010-04-28,2010-05-06,Regular Cash,2010-05-28,Quarter,2010-05-10
0.25,2010-01-27,2010-02-04,Regular Cash,2010-02-26,Quarter,2010-02-08
