Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.39,2017-10-25,2017-11-30,Regular Cash,2017-12-15,Quarter,2017-12-01
0.39,2017-07-26,2017-08-30,Regular Cash,2017-09-15,Quarter,2017-09-01
0.39,2017-04-26,2017-05-31,Regular Cash,2017-06-16,Quarter,2017-06-02
0.39,2017-01-25,2017-03-01,Regular Cash,2017-03-17,Quarter,2017-03-03
0.38,2016-10-27,2016-11-30,Regular Cash,2016-12-16,Quarter,2016-12-02
0.38,2016-07-27,2016-08-31,Regular Cash,2016-09-16,Quarter,2016-09-02
0.38,2016-04-27,2016-06-01,Regular Cash,2016-06-17,Quarter,2016-06-03
0.38,2016-01-28,2016-03-02,Regular Cash,2016-03-18,Quarter,2016-03-04
0.37,2015-10-22,2015-12-02,Regular Cash,2015-12-18,Quarter,2015-12-04
0.37,2015-07-23,2015-09-02,Regular Cash,2015-09-18,Quarter,2015-09-04
0.37,2015-04-22,2015-06-03,Regular Cash,2015-06-19,Quarter,2015-06-05
0.37,2015-01-29,2015-03-02,Regular Cash,2015-03-20,Quarter,2015-03-04
0.36,2014-10-23,2014-12-03,Regular Cash,2014-12-19,Quarter,2014-12-05
0.36,2014-07-24,2014-09-03,Regular Cash,2014-09-19,Quarter,2014-09-05
0.36,2014-04-23,2014-06-04,Regular Cash,2014-06-20,Quarter,2014-06-06
0.36,2014-01-23,2014-02-28,Regular Cash,2014-03-20,Quarter,2014-03-04
0.35,2013-10-23,2013-12-02,Regular Cash,2013-12-20,Quarter,2013-12-04
0.35,2013-07-25,2013-08-30,Regular Cash,2013-09-20,Quarter,2013-09-04
0.35,2013-04-26,2013-05-31,Regular Cash,2013-06-20,Quarter,2013-06-04
0.35,2013-01-24,2013-02-28,Regular Cash,2013-03-20,Quarter,2013-03-04
0.34,2012-10-24,2012-11-29,Regular Cash,2012-12-20,Quarter,2012-12-03
0.34,2012-07-26,2012-09-26,Regular Cash,2012-10-15,Quarter,2012-09-28
0.34,2012-04-25,2012-06-27,Regular Cash,2012-07-13,Quarter,2012-06-29
0.34,2012-01-26,2012-03-28,Regular Cash,2012-04-13,Quarter,2012-03-30
0.33,2011-10-20,2011-12-28,Regular Cash,2012-01-13,Quarter,2011-12-30
0.33,2011-07-21,2011-09-28,Regular Cash,2011-10-14,Quarter,2011-09-30
0.33,2011-04-21,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
0.33,2011-01-27,2011-03-29,Regular Cash,2011-04-15,Quarter,2011-03-31
0.32,2010-10-21,2010-12-29,Regular Cash,2011-01-14,Quarter,2010-12-31
0.32,2010-07-22,2010-09-28,Regular Cash,2010-10-15,Quarter,2010-09-30
0.32,2010-04-21,2010-06-28,Regular Cash,2010-07-15,Quarter,2010-06-30
0.32,2010-01-28,2010-03-29,Regular Cash,2010-04-15,Quarter,2010-03-31
