Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.31,2017-11-15,2018-01-18,Regular Cash,2018-02-02,Quarter,2018-01-19
0.31,2017-08-16,2017-10-12,Regular Cash,2017-10-27,Quarter,2017-10-13
0.31,2017-05-16,2017-07-12,Regular Cash,2017-07-28,Quarter,2017-07-14
0.31,2017-02-15,2017-04-11,Regular Cash,2017-04-28,Quarter,2017-04-13
0.275,2016-11-16,2017-01-11,Regular Cash,2017-01-27,Quarter,2017-01-13
0.275,2016-08-17,2016-10-12,Regular Cash,2016-10-28,Quarter,2016-10-14
0.275,2016-05-18,2016-07-13,Regular Cash,2016-07-29,Quarter,2016-07-15
0.275,2016-02-17,2016-04-13,Regular Cash,2016-04-29,Quarter,2016-04-15
0.25,2015-11-18,2016-01-13,Regular Cash,2016-01-29,Quarter,2016-01-15
0.25,2015-08-19,2015-10-14,Regular Cash,2015-10-30,Quarter,2015-10-16
0.25,2015-05-20,2015-07-15,Regular Cash,2015-07-31,Quarter,2015-07-17
0.25,2015-02-18,2015-04-15,Regular Cash,2015-05-01,Quarter,2015-04-17
0.22,2014-11-19,2015-01-14,Regular Cash,2015-01-30,Quarter,2015-01-16
0.22,2014-08-18,2014-10-15,Regular Cash,2014-10-31,Quarter,2014-10-17
0.22,2014-05-21,2014-07-16,Regular Cash,2014-08-01,Quarter,2014-07-18
0.22,2014-02-18,2014-04-15,Regular Cash,2014-05-02,Quarter,2014-04-17
0.2,2013-11-20,2014-01-15,Regular Cash,2014-01-31,Quarter,2014-01-17
0.2,2013-08-21,2013-10-16,Regular Cash,2013-11-01,Quarter,2013-10-18
0.2,2013-05-15,2013-07-17,Regular Cash,2013-08-02,Quarter,2013-07-19
0.2,2013-02-20,2013-04-17,Regular Cash,2013-05-03,Quarter,2013-04-19
0.18,2012-11-14,2013-01-16,Regular Cash,2013-02-01,Quarter,2013-01-18
0.18,2012-08-15,2012-10-10,Regular Cash,2012-10-26,Quarter,2012-10-12
0.18,2012-05-16,2012-07-11,Regular Cash,2012-07-27,Quarter,2012-07-13
0.18,2012-02-14,2012-04-11,Regular Cash,2012-04-27,Quarter,2012-04-13
0.165,2011-11-16,2012-01-11,Regular Cash,2012-01-27,Quarter,2012-01-13
0.165,2011-08-17,2011-10-12,Regular Cash,2011-10-28,Quarter,2011-10-14
0.165,2011-05-18,2011-07-13,Regular Cash,2011-07-29,Quarter,2011-07-15
0.165,2011-02-16,2011-04-13,Regular Cash,2011-04-29,Quarter,2011-04-15
0.15,2010-11-17,2011-01-12,Regular Cash,2011-01-28,Quarter,2011-01-14
0.15,2010-08-18,2010-10-13,Regular Cash,2010-10-29,Quarter,2010-10-15
0.15,2010-05-19,2010-07-14,Regular Cash,2010-07-30,Quarter,2010-07-16
0.15,2010-02-16,2010-04-14,Regular Cash,2010-04-30,Quarter,2010-04-16
0.15,2009-11-18,2010-01-13,Regular Cash,2010-01-29,Quarter,2010-01-15
