Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.71,2017-11-16,2017-12-28,Regular Cash,2018-01-19,Quarter,2017-12-29
0.71,2017-08-10,2017-09-28,Regular Cash,2017-10-20,Quarter,2017-09-29
0.71,2017-05-18,2017-06-28,Regular Cash,2017-07-21,Quarter,2017-06-30
0.69,2017-02-23,2017-03-29,Regular Cash,2017-04-21,Quarter,2017-03-31
0.69,2016-11-17,2016-12-28,Regular Cash,2017-01-20,Quarter,2016-12-30
0.69,2016-08-11,2016-09-28,Regular Cash,2016-10-21,Quarter,2016-09-30
0.69,2016-05-19,2016-06-28,Regular Cash,2016-07-21,Quarter,2016-06-30
0.67,2016-02-25,2016-03-29,Regular Cash,2016-04-21,Quarter,2016-03-31
0.67,2015-11-19,2015-12-29,Regular Cash,2016-01-21,Quarter,2015-12-31
0.67,2015-08-13,2015-09-28,Regular Cash,2015-10-21,Quarter,2015-09-30
0.67,2015-05-21,2015-06-26,Regular Cash,2015-07-21,Quarter,2015-06-30
0.65,2015-02-26,2015-03-27,Regular Cash,2015-04-21,Quarter,2015-03-31
0.65,2014-11-24,2014-12-15,Regular Cash,2015-01-05,Quarter,2014-12-17
0.65,2014-08-14,2014-09-26,Regular Cash,2014-10-21,Quarter,2014-09-30
0.65,2014-05-15,2014-07-21,Regular Cash,2014-08-13,Quarter,2014-07-23
0.63,2014-02-27,2014-03-26,Regular Cash,2014-04-17,Quarter,2014-03-28
0.63,2013-11-21,2014-01-13,Regular Cash,2014-01-31,Quarter,2014-01-13
0.51,2013-08-15,2013-09-26,Regular Cash,2013-10-21,Quarter,2013-09-30
0.51,2013-05-16,2013-07-19,Regular Cash,2013-08-13,Quarter,2013-07-23
0.49,2013-02-28,2013-03-26,Regular Cash,2013-04-12,Quarter,2013-03-28
0.49,2012-11-15,2012-12-13,Regular Cash,2012-12-28,Quarter,2012-12-17
0.49,2012-08-09,2012-09-26,Regular Cash,2012-10-19,Quarter,2012-09-28
0.49,2012-02-23,2012-07-27,Regular Cash,2012-08-21,Quarter,2012-07-31
0.47,2012-02-23,2012-03-28,Regular Cash,2012-04-20,Quarter,2012-03-30
0.47,2011-11-17,2012-01-10,Regular Cash,2012-01-31,Quarter,2012-01-10
0.35,2011-08-11,2011-09-28,Regular Cash,2011-10-21,Quarter,2011-09-30
0.35,2011-05-18,2011-06-28,Regular Cash,2011-07-21,Quarter,2011-06-30
0.33,2011-02-24,2011-03-30,Regular Cash,2011-04-22,Quarter,2011-04-01
0.33,2010-11-18,2010-12-14,Regular Cash,2011-01-11,Quarter,2010-12-16
0.33,2010-08-12,2010-09-29,Regular Cash,2010-10-22,Quarter,2010-10-01
0.33,2010-05-19,2010-07-23,Regular Cash,2010-08-17,Quarter,2010-07-27
0.31,2010-02-25,2010-03-29,Regular Cash,2010-04-12,Quarter,2010-03-31
