Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.2,2017-12-05,2017-12-13,Special Cash,2018-01-04,None,2017-12-14
0.25,2017-09-12,2017-11-13,Regular Cash,2017-12-05,Quarter,2017-11-14
0.25,2017-07-11,2017-08-14,Regular Cash,2017-09-06,Quarter,2017-08-16
0.25,2017-04-25,2017-05-17,Regular Cash,2017-06-06,Quarter,2017-05-19
0.24,2016-12-06,2017-02-10,Regular Cash,2017-03-07,Quarter,2017-02-14
0.6,2016-12-06,2016-12-14,Special Cash,2017-01-06,None,2016-12-16
0.24,2016-09-13,2016-11-16,Regular Cash,2016-12-02,Quarter,2016-11-18
0.24,2016-07-11,2016-08-10,Regular Cash,2016-09-02,Quarter,2016-08-12
0.24,2016-04-26,2016-05-17,Regular Cash,2016-06-06,Quarter,2016-05-19
0.24,2015-12-08,2016-02-10,Regular Cash,2016-03-03,Quarter,2016-02-12
1.4,2015-12-08,2015-12-16,Special Cash,2016-01-05,None,2015-12-18
0.24,2015-09-23,2015-11-10,Regular Cash,2015-12-04,Quarter,2015-11-13
0.24,2015-07-07,2015-08-12,Regular Cash,2015-09-04,Quarter,2015-08-14
0.22,2015-04-21,2015-05-15,Regular Cash,2015-06-05,Quarter,2015-05-19
0.22,2014-12-09,2015-02-11,Regular Cash,2015-03-05,Quarter,2015-02-13
1.0,2014-12-09,2014-12-17,Special Cash,2015-01-06,None,2014-12-19
0.22,2014-09-09,2014-11-12,Regular Cash,2014-12-05,Quarter,2014-11-14
0.22,2014-07-08,2014-08-13,Regular Cash,2014-09-05,Quarter,2014-08-15
0.22,2014-04-29,2014-05-15,Regular Cash,2014-06-05,Quarter,2014-05-19
0.2,2013-12-10,2014-02-12,Regular Cash,2014-03-05,Quarter,2014-02-14
0.9,2013-12-10,2013-12-18,Special Cash,2014-01-07,None,2013-12-20
0.2,2013-09-10,2013-11-13,Regular Cash,2013-12-05,Quarter,2013-11-15
0.2,2013-07-09,2013-08-14,Regular Cash,2013-09-05,Quarter,2013-08-16
0.2,2013-04-29,2013-05-15,Regular Cash,2013-06-05,Quarter,2013-05-17
0.2,2012-12-04,2013-02-13,Regular Cash,2013-03-05,Quarter,2013-02-15
0.8,2012-12-04,2012-12-12,Special Cash,2012-12-28,None,2012-12-14
0.2,2012-09-11,2012-11-14,Regular Cash,2012-12-04,Quarter,2012-11-16
0.2,2012-07-10,2012-08-15,Regular Cash,2012-09-05,Quarter,2012-08-17
0.2,2012-04-24,2012-05-16,Regular Cash,2012-06-05,Quarter,2012-05-18
0.18,2011-12-06,2012-02-15,Regular Cash,2012-03-05,Quarter,2012-02-17
0.7,2011-12-06,2011-12-15,Special Cash,2012-01-05,None,2011-12-19
0.18,2011-09-13,2011-11-16,Regular Cash,2011-12-05,Quarter,2011-11-18
0.18,2011-07-11,2011-08-16,Regular Cash,2011-09-06,Quarter,2011-08-18
0.12,2011-04-19,2011-05-17,Regular Cash,2011-06-06,Quarter,2011-05-19
0.12,2010-12-07,2011-02-15,Regular Cash,2011-03-07,Quarter,2011-02-17
0.3,2010-12-07,2010-12-15,Special Cash,2010-12-29,None,2010-12-17
0.12,2010-09-14,2010-11-17,Regular Cash,2010-12-06,Quarter,2010-11-19
0.09,2010-07-13,2010-08-17,Regular Cash,2010-09-07,Quarter,2010-08-19
0.09,2010-04-20,2010-05-17,Regular Cash,2010-06-07,Quarter,2010-05-19
0.09,2009-12-07,2010-02-17,Regular Cash,2010-03-05,Quarter,2010-02-19
