Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.21,2017-11-01,2017-12-04,Regular Cash,2018-01-03,Quarter,2017-12-05
0.21,2017-08-02,2017-08-31,Regular Cash,2017-10-03,Quarter,2017-09-05
0.21,2017-05-03,2017-05-31,Regular Cash,2017-07-05,Quarter,2017-06-02
0.21,2017-02-01,2017-02-28,Regular Cash,2017-04-04,Quarter,2017-03-02
0.21,2016-11-02,2016-11-30,Regular Cash,2017-01-04,Quarter,2016-12-02
0.21,2016-08-03,2016-08-31,Regular Cash,2016-10-04,Quarter,2016-09-02
0.21,2016-05-04,2016-05-31,Regular Cash,2016-07-05,Quarter,2016-06-02
0.21,2016-02-04,2016-02-29,Regular Cash,2016-04-04,Quarter,2016-03-02
0.21,2015-10-28,2015-11-30,Regular Cash,2016-01-05,Quarter,2015-12-02
0.21,2015-07-29,2015-08-31,Regular Cash,2015-10-02,Quarter,2015-09-02
0.21,2015-04-29,2015-05-29,Regular Cash,2015-07-02,Quarter,2015-06-02
0.21,2015-02-05,2015-02-27,Regular Cash,2015-04-02,Quarter,2015-03-03
0.21,2014-10-30,2014-11-28,Regular Cash,2015-01-05,Quarter,2014-12-02
0.21,2014-07-31,2014-08-29,Regular Cash,2014-10-02,Quarter,2014-09-03
0.21,2014-05-01,2014-05-30,Regular Cash,2014-07-02,Quarter,2014-06-03
0.21,2014-02-06,2014-02-28,Regular Cash,2014-04-02,Quarter,2014-03-04
0.16,2013-10-31,2013-11-27,Regular Cash,2014-01-03,Quarter,2013-12-02
0.16,2013-08-02,2013-08-29,Regular Cash,2013-10-02,Quarter,2013-09-03
0.16,2013-05-02,2013-05-30,Regular Cash,2013-07-02,Quarter,2013-06-03
0.16,2013-02-06,2013-02-28,Regular Cash,2013-04-02,Quarter,2013-03-04
0.16,2012-11-01,2012-11-29,Regular Cash,2012-12-26,Quarter,2012-12-03
0.16,2012-08-02,2012-08-30,Regular Cash,2012-10-02,Quarter,2012-09-04
0.16,2012-05-03,2012-05-31,Regular Cash,2012-07-03,Quarter,2012-06-04
0.16,2012-02-02,2012-03-01,Regular Cash,2012-04-03,Quarter,2012-03-05
0.125,2011-11-03,2011-11-30,Regular Cash,2012-01-04,Quarter,2011-12-02
0.125,2011-08-04,2011-08-31,Regular Cash,2011-10-04,Quarter,2011-09-02
0.125,2011-05-05,2011-06-01,Regular Cash,2011-07-05,Quarter,2011-06-03
0.125,2011-02-03,2011-03-02,Regular Cash,2011-04-04,Quarter,2011-03-04
0.125,2010-11-04,2010-12-01,Regular Cash,2011-01-04,Quarter,2010-12-04
0.125,2010-08-05,2010-09-01,Regular Cash,2010-10-04,Quarter,2010-09-03
0.125,2010-05-06,2010-06-02,Regular Cash,2010-07-02,Quarter,2010-06-04
0.125,2010-02-04,2010-03-03,Regular Cash,2010-04-02,Quarter,2010-03-05
