Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
-2.4245362661989844e-14,2015-10-21,2015-10-21,Discontinued,,Suspend,
0.3,2015-07-22,2015-07-30,Regular Cash,2015-08-25,Quarter,2015-08-03
0.3,2015-04-15,2015-04-30,Regular Cash,2015-05-26,Quarter,2015-05-04
0.3,2015-01-21,2015-02-26,Regular Cash,2015-03-23,Quarter,2015-03-02
0.3,2014-10-16,2014-10-30,Regular Cash,2014-11-24,Quarter,2014-11-03
0.3,2014-05-07,2014-07-31,Regular Cash,2014-08-25,Quarter,2014-08-04
0.225,2014-04-16,2014-05-01,Regular Cash,2014-05-27,Quarter,2014-05-05
0.225,2014-01-22,2014-01-30,Regular Cash,2014-02-24,Quarter,2014-02-03
0.225,2013-10-16,2013-10-31,Regular Cash,2013-11-25,Quarter,2013-11-04
0.225,2013-07-31,2013-08-08,Regular Cash,2013-08-30,Quarter,2013-08-12
