Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.9225,2017-12-05,2018-01-11,Regular Cash,2018-01-31,Quarter,2018-01-12
0.87,2017-09-26,2017-10-12,Regular Cash,2017-10-31,Quarter,2017-10-13
0.87,2017-05-23,2017-07-12,Regular Cash,2017-07-31,Quarter,2017-07-14
0.87,2017-03-23,2017-04-11,Regular Cash,2017-04-28,Quarter,2017-04-13
0.87,2016-12-08,2017-01-11,Regular Cash,2017-01-31,Quarter,2017-01-13
0.82,2016-09-27,2016-10-12,Regular Cash,2016-10-31,Quarter,2016-10-14
0.82,2016-05-17,2016-07-13,Regular Cash,2016-07-29,Quarter,2016-07-15
0.82,2016-03-22,2016-04-13,Regular Cash,2016-04-29,Quarter,2016-04-15
0.82,2015-12-08,2016-01-13,Regular Cash,2016-01-29,Quarter,2016-01-15
0.77,2015-09-24,2015-10-13,Regular Cash,2015-10-30,Quarter,2015-10-15
0.77,2015-05-19,2015-07-13,Regular Cash,2015-07-31,Quarter,2015-07-15
0.77,2015-03-12,2015-04-13,Regular Cash,2015-04-30,Quarter,2015-04-15
0.77,2014-12-03,2015-01-13,Regular Cash,2015-01-30,Quarter,2015-01-15
0.73,2014-09-11,2014-10-10,Regular Cash,2014-10-31,Quarter,2014-10-15
0.73,2014-05-22,2014-07-11,Regular Cash,2014-07-31,Quarter,2014-07-15
0.73,2014-03-20,2014-04-11,Regular Cash,2014-04-30,Quarter,2014-04-15
0.73,2013-12-03,2014-01-13,Regular Cash,2014-01-31,Quarter,2014-01-15
0.695,2013-09-30,2013-10-10,Regular Cash,2013-10-31,Quarter,2013-10-15
0.695,2013-05-21,2013-07-11,Regular Cash,2013-07-31,Quarter,2013-07-15
0.695,2013-03-12,2013-04-11,Regular Cash,2013-04-30,Quarter,2013-04-15
0.695,2012-12-04,2013-01-11,Regular Cash,2013-01-31,Quarter,2013-01-15
0.66,2012-09-18,2012-10-11,Regular Cash,2012-10-31,Quarter,2012-10-15
0.66,2012-05-24,2012-07-11,Regular Cash,2012-07-31,Quarter,2012-07-13
0.66,2012-03-20,2012-04-11,Regular Cash,2012-04-30,Quarter,2012-04-13
0.66,2011-12-01,2012-01-11,Regular Cash,2012-01-31,Quarter,2012-01-13
0.6275,2011-09-13,2011-10-12,Regular Cash,2011-10-31,Quarter,2011-10-14
0.6275,2011-05-26,2011-07-13,Regular Cash,2011-07-29,Quarter,2011-07-15
0.6275,2011-03-22,2011-04-13,Regular Cash,2011-04-29,Quarter,2011-04-15
0.6275,2010-12-01,2011-01-12,Regular Cash,2011-01-31,Quarter,2011-01-14
0.615,2010-09-14,2010-10-13,Regular Cash,2010-10-29,Quarter,2010-10-15
0.615,2010-05-27,2010-07-13,Regular Cash,2010-07-30,Quarter,2010-07-15
0.615,2010-03-23,2010-04-13,Regular Cash,2010-04-30,Quarter,2010-04-15
0.615,2009-12-02,2010-01-13,Regular Cash,2010-01-29,Quarter,2010-01-15
