Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.36,2017-11-10,2017-12-28,Regular Cash,2018-01-17,Quarter,2017-12-29
0.36,2017-08-15,2017-09-08,Regular Cash,2017-10-04,Quarter,2017-09-11
0.33,2017-05-05,2017-06-08,Regular Cash,2017-07-05,Quarter,2017-06-12
0.33,2017-01-26,2017-03-09,Regular Cash,2017-04-05,Quarter,2017-03-13
0.33,2016-11-11,2016-12-28,Regular Cash,2017-01-18,Quarter,2016-12-30
0.33,2016-08-17,2016-09-08,Regular Cash,2016-10-05,Quarter,2016-09-12
0.33,2016-05-06,2016-06-09,Regular Cash,2016-07-06,Quarter,2016-06-13
0.33,2016-01-28,2016-03-10,Regular Cash,2016-04-06,Quarter,2016-03-14
0.33,2015-11-12,2015-12-29,Regular Cash,2016-01-20,Quarter,2015-12-31
0.33,2015-08-04,2015-09-10,Regular Cash,2015-10-07,Quarter,2015-09-14
0.33,2015-05-08,2015-06-04,Regular Cash,2015-07-08,Quarter,2015-06-08
0.33,2015-01-29,2015-03-05,Regular Cash,2015-04-08,Quarter,2015-03-09
0.28,2014-11-12,2014-12-29,Regular Cash,2015-01-21,Quarter,2014-12-31
0.28,2014-08-05,2014-09-04,Regular Cash,2014-10-08,Quarter,2014-09-08
0.28,2014-05-01,2014-06-05,Regular Cash,2014-07-02,Quarter,2014-06-09
0.28,2014-01-27,2014-03-06,Regular Cash,2014-04-02,Quarter,2014-03-10
0.215,2013-11-15,2013-12-27,Regular Cash,2014-01-22,Quarter,2013-12-31
0.215,2013-08-06,2013-09-05,Regular Cash,2013-10-02,Quarter,2013-09-09
0.215,2013-05-02,2013-06-06,Regular Cash,2013-07-03,Quarter,2013-06-10
0.215,2013-01-28,2013-03-07,Regular Cash,2013-04-03,Quarter,2013-03-11
0.195,2012-11-16,2012-12-06,Regular Cash,2012-12-28,Quarter,2012-12-10
0.195,2012-08-07,2012-09-06,Regular Cash,2012-10-03,Quarter,2012-09-10
0.195,2012-05-04,2012-06-07,Regular Cash,2012-07-06,Quarter,2012-06-11
0.195,2012-03-30,2012-04-12,Regular Cash,2012-04-27,Quarter,2012-04-16
