Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.03,2018-01-04,2018-01-22,Regular Cash,2018-02-09,Semi-Anl,2018-01-23
0.03,2017-07-06,2017-07-19,Regular Cash,2017-08-07,Semi-Anl,2017-07-21
0.03,2017-01-05,2017-01-19,Regular Cash,2017-02-09,Semi-Anl,2017-01-23
0.03,2016-07-07,2016-07-20,Regular Cash,2016-08-05,Semi-Anl,2016-07-22
0.03,2016-01-07,2016-01-20,Regular Cash,2016-02-09,Semi-Anl,2016-01-22
0.03,2015-07-09,2015-07-22,Regular Cash,2015-08-06,Semi-Anl,2015-07-24
0.03,2015-01-08,2015-01-21,Regular Cash,2015-02-09,Semi-Anl,2015-01-23
0.03,2014-07-10,2014-07-22,Regular Cash,2014-08-06,Semi-Anl,2014-07-24
0.03,2014-01-08,2014-01-22,Regular Cash,2014-02-07,Semi-Anl,2014-01-24
0.03,2013-07-11,2013-07-22,Regular Cash,2013-08-06,Semi-Anl,2013-07-24
0.03,2013-01-08,2013-01-23,Regular Cash,2013-02-07,Semi-Anl,2013-01-25
0.03,2012-07-12,2012-07-20,Regular Cash,2012-08-06,Semi-Anl,2012-07-24
0.03,2012-01-05,2012-01-23,Regular Cash,2012-02-07,Semi-Anl,2012-01-25
0.03,2011-07-13,2011-07-21,Regular Cash,2011-08-05,Semi-Anl,2011-07-25
0.03,2011-01-06,2011-01-14,Regular Cash,2011-02-07,Semi-Anl,2011-01-19
0.03,2010-07-09,2010-07-16,Regular Cash,2010-08-05,Semi-Anl,2010-07-20
0.03,2010-01-08,2010-01-14,Regular Cash,2010-02-05,Semi-Anl,2010-01-19
