Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.29,2017-10-26,2017-11-13,Regular Cash,2017-12-04,Quarter,2017-11-14
0.29,2017-07-27,2017-08-15,Regular Cash,2017-09-01,Quarter,2017-08-17
0.29,2017-04-27,2017-05-10,Regular Cash,2017-06-02,Quarter,2017-05-12
0.28,2017-01-26,2017-02-14,Regular Cash,2017-03-03,Quarter,2017-02-16
0.28,2016-10-27,2016-11-10,Regular Cash,2016-12-05,Quarter,2016-11-15
0.28,2016-07-28,2016-08-16,Regular Cash,2016-09-02,Quarter,2016-08-18
0.28,2016-04-28,2016-05-11,Regular Cash,2016-06-03,Quarter,2016-05-13
0.27,2016-01-28,2016-02-16,Regular Cash,2016-03-04,Quarter,2016-02-18
0.27,2015-10-29,2015-11-13,Regular Cash,2015-12-07,Quarter,2015-11-17
0.27,2015-07-30,2015-08-18,Regular Cash,2015-09-04,Quarter,2015-08-20
0.27,2015-04-30,2015-05-13,Regular Cash,2015-06-05,Quarter,2015-05-15
0.25,2015-01-29,2015-02-17,Regular Cash,2015-03-06,Quarter,2015-02-19
0.25,2014-10-30,2014-11-14,Regular Cash,2014-12-05,Quarter,2014-11-18
0.25,2014-07-31,2014-08-19,Regular Cash,2014-09-05,Quarter,2014-08-21
0.25,2014-05-01,2014-05-14,Regular Cash,2014-06-06,Quarter,2014-05-16
0.225,2014-01-30,2014-02-18,Regular Cash,2014-03-07,Quarter,2014-02-20
0.225,2013-10-31,2013-11-15,Regular Cash,2013-12-09,Quarter,2013-11-19
0.225,2013-07-31,2013-08-19,Regular Cash,2013-09-06,Quarter,2013-08-21
0.225,2013-04-30,2013-05-15,Regular Cash,2013-06-07,Quarter,2013-05-17
0.1725,2013-01-31,2013-02-19,Regular Cash,2013-03-08,Quarter,2013-02-21
0.1725,2012-11-01,2012-11-15,Regular Cash,2012-12-07,Quarter,2012-11-19
0.1725,2012-07-26,2012-08-20,Regular Cash,2012-09-07,Quarter,2012-08-22
0.1725,2012-04-26,2012-05-16,Regular Cash,2012-06-08,Quarter,2012-05-18
0.1225,2012-01-26,2012-02-21,Regular Cash,2012-03-09,Quarter,2012-02-23
0.1225,2011-10-24,2011-11-16,Regular Cash,2011-12-07,Quarter,2011-11-18
0.1225,2011-07-26,2011-08-18,Regular Cash,2011-09-08,Quarter,2011-08-22
0.1225,2011-04-27,2011-05-18,Regular Cash,2011-06-08,Quarter,2011-05-20
0.11,2011-01-27,2011-02-18,Regular Cash,2011-03-09,Quarter,2011-02-23
0.11,2010-10-25,2010-11-17,Regular Cash,2010-12-08,Quarter,2010-11-19
0.11,2010-07-27,2010-08-19,Regular Cash,2010-09-09,Quarter,2010-08-23
0.11,2010-04-27,2010-05-20,Regular Cash,2010-06-09,Quarter,2010-05-24
0.1025,2010-01-27,2010-02-19,Regular Cash,2010-03-10,Quarter,2010-02-23
