Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.16,2017-11-14,2017-11-30,Regular Cash,2018-01-02,Quarter,2017-12-01
0.16,2017-07-18,2017-08-30,Regular Cash,2017-10-02,Quarter,2017-09-01
0.16,2017-05-02,2017-05-31,Regular Cash,2017-07-03,Quarter,2017-06-02
0.13,2017-02-21,2017-03-01,Regular Cash,2017-04-03,Quarter,2017-03-03
0.13,2016-11-08,2016-11-30,Regular Cash,2017-01-03,Quarter,2016-12-02
0.13,2016-07-19,2016-08-31,Regular Cash,2016-10-03,Quarter,2016-09-02
0.13,2016-05-03,2016-06-01,Regular Cash,2016-07-01,Quarter,2016-06-03
1.1591,2016-04-21,2016-05-19,Split-Off,,None,
0.115,2016-02-16,2016-03-02,Regular Cash,2016-04-01,Quarter,2016-03-04
0.115,2015-11-10,2015-12-02,Regular Cash,2016-01-04,Quarter,2015-12-04
0.115,2015-07-29,2015-09-02,Regular Cash,2015-10-01,Quarter,2015-09-04
1.0,2014-03-27,2015-07-01,Spinoff,2015-07-01,None,2015-06-17
0.52,2015-05-05,2015-05-28,Regular Cash,2015-07-01,Quarter,2015-06-01
0.52,2015-02-17,2015-03-09,Regular Cash,2015-04-01,Quarter,2015-03-11
0.52,2014-11-11,2014-12-03,Regular Cash,2015-01-02,Quarter,2014-12-05
0.52,2014-07-22,2014-09-03,Regular Cash,2014-10-01,Quarter,2014-09-05
0.52,2014-05-05,2014-06-04,Regular Cash,2014-07-01,Quarter,2014-06-06
0.49,2014-02-18,2014-03-05,Regular Cash,2014-04-01,Quarter,2014-03-07
0.49,2013-11-12,2013-12-04,Regular Cash,2014-01-03,Quarter,2013-12-06
0.49,2013-07-23,2013-09-04,Regular Cash,2013-10-01,Quarter,2013-09-06
0.49,2013-05-06,2013-06-05,Regular Cash,2013-07-01,Quarter,2013-06-07
0.45,2013-02-19,2013-03-06,Regular Cash,2013-04-01,Quarter,2013-03-08
0.45,2012-11-13,2012-12-05,Regular Cash,2013-01-03,Quarter,2012-12-07
0.45,2012-07-25,2012-09-05,Regular Cash,2012-10-01,Quarter,2012-09-07
0.335,2012-05-07,2012-06-06,Regular Cash,2012-07-02,Quarter,2012-06-08
0.335,2012-02-21,2012-03-07,Regular Cash,2012-04-02,Quarter,2012-03-09
0.335,2011-11-15,2011-12-07,Regular Cash,2012-01-04,Quarter,2011-12-09
0.31,2011-07-26,2011-09-07,Regular Cash,2011-10-03,Quarter,2011-09-09
0.31,2011-05-02,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.31,2011-02-15,2011-03-08,Regular Cash,2011-04-01,Quarter,2011-03-10
0.31,2010-11-09,2010-12-08,Regular Cash,2011-01-05,Quarter,2010-12-10
0.29,2010-07-27,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.29,2010-05-04,2010-06-08,Regular Cash,2010-07-01,Quarter,2010-06-10
0.29,2010-02-16,2010-03-08,Regular Cash,2010-04-01,Quarter,2010-03-10
