Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.13,2017-12-11,2018-01-31,Regular Cash,2018-02-15,Quarter,2018-02-01
0.12,2017-10-13,2017-10-31,Regular Cash,2017-11-15,Quarter,2017-11-01
0.12,2017-07-17,2017-08-01,Regular Cash,2017-08-17,Quarter,2017-08-03
0.12,2017-04-13,2017-04-27,Regular Cash,2017-05-15,Quarter,2017-05-01
0.12,2016-12-15,2017-01-30,Regular Cash,2017-02-15,Quarter,2017-02-01
0.11,2016-10-14,2016-10-28,Regular Cash,2016-11-15,Quarter,2016-11-01
0.11,2016-07-18,2016-07-28,Regular Cash,2016-08-15,Quarter,2016-08-01
0.11,2016-04-15,2016-04-28,Regular Cash,2016-05-16,Quarter,2016-05-02
0.11,2015-12-14,2016-01-29,Regular Cash,2016-02-16,Quarter,2016-02-02
0.1,2015-10-16,2015-10-29,Regular Cash,2015-11-16,Quarter,2015-11-02
0.1,2015-07-17,2015-07-30,Regular Cash,2015-08-17,Quarter,2015-08-03
0.1,2015-04-24,2015-05-01,Regular Cash,2015-05-15,Quarter,2015-05-05
0.1,2014-12-15,2015-01-30,Regular Cash,2015-02-17,Quarter,2015-02-03
0.05,2014-10-15,2014-10-30,Regular Cash,2014-11-17,Quarter,2014-11-03
0.05,2014-07-15,2014-07-30,Regular Cash,2014-08-15,Quarter,2014-08-01
0.05,2014-04-18,2014-04-29,Regular Cash,2014-05-15,Quarter,2014-05-01
0.05,2013-11-07,2014-01-30,Regular Cash,2014-02-18,Quarter,2014-02-03
0.04,2013-10-15,2013-10-30,Regular Cash,2013-11-15,Quarter,2013-11-01
0.04,2013-07-15,2013-07-30,Regular Cash,2013-08-15,Quarter,2013-08-01
0.04,2013-04-19,2013-04-29,Regular Cash,2013-05-15,Quarter,2013-05-01
0.04,2013-01-15,2013-01-30,Regular Cash,2013-02-15,Quarter,2013-02-01
0.04,2012-08-06,2012-10-26,Regular Cash,2012-11-15,Quarter,2012-10-30
